"subject","response","rt","task","bade_condition","prompt_type","scenario_trial"
"ff3mt37",6,12790,"BADE","negative","lure",1
"ff3mt37",0,8756,"BADE","negative","lure",1
"ff3mt37",2,5943,"BADE","negative","true_",1
"ff3mt37",0,7207,"BADE","negative","absurd",1
"ff3mt37",4,7169,"BADE","positive","lure",1
"ff3mt37",4,7447,"BADE","positive","lure",1
"ff3mt37",2,8615,"BADE","positive","true_",1
"ff3mt37",0,6457,"BADE","positive","absurd",1
"ff3mt37",4,7877,"BADE","positive","lure",1
"ff3mt37",6,6235,"BADE","positive","lure",1
"ff3mt37",4,6416,"BADE","positive","true_",1
"ff3mt37",2,6762,"BADE","positive","absurd",1
"ff3mt37",6,8459,"BADE","negative","lure",1
"ff3mt37",2,6107,"BADE","negative","lure",1
"ff3mt37",0,5084,"BADE","negative","true_",1
"ff3mt37",0,5666,"BADE","negative","absurd",1
"ff3mt37",0,9124,"BADE","positive","lure",1
"ff3mt37",0,6095,"BADE","positive","lure",1
"ff3mt37",4,3889,"BADE","positive","true_",1
"ff3mt37",6,7993,"BADE","positive","absurd",1
"ff3mt37",2,9508,"BADE","positive","lure",1
"ff3mt37",2,6916,"BADE","positive","lure",1
"ff3mt37",2,6068,"BADE","positive","true_",1
"ff3mt37",0,6568,"BADE","positive","absurd",1
"ff3mt37",2,7592,"BADE","positive","lure",1
"ff3mt37",2,7598,"BADE","positive","lure",1
"ff3mt37",4,7047,"BADE","positive","true_",1
"ff3mt37",0,7582,"BADE","positive","absurd",1
"ff3mt37",4,5926,"BADE","negative","lure",1
"ff3mt37",6,5575,"BADE","negative","lure",1
"ff3mt37",2,8552,"BADE","negative","true_",1
"ff3mt37",2,9126,"BADE","negative","absurd",1
"ff3mt37",4,8989,"BADE","negative","lure",1
"ff3mt37",0,7228,"BADE","negative","lure",1
"ff3mt37",6,5887,"BADE","negative","true_",1
"ff3mt37",0,5530,"BADE","negative","absurd",1
"ff3mt37",2,6677,"BADE","positive","lure",1
"ff3mt37",6,7827,"BADE","positive","lure",1
"ff3mt37",4,8322,"BADE","positive","true_",1
"ff3mt37",6,6943,"BADE","positive","absurd",1
"ff3mt37",4,9361,"BADE","positive","lure",1
"ff3mt37",4,5695,"BADE","positive","lure",1
"ff3mt37",0,5986,"BADE","positive","true_",1
"ff3mt37",0,5003,"BADE","positive","absurd",1
"ff3mt37",2,7580,"BADE","negative","lure",1
"ff3mt37",2,7793,"BADE","negative","lure",1
"ff3mt37",4,5949,"BADE","negative","true_",1
"ff3mt37",0,5475,"BADE","negative","absurd",1
"ff3mt37",6,9576,"BADE","negative","lure",1
"ff3mt37",2,6916,"BADE","negative","lure",1
"ff3mt37",4,9242,"BADE","negative","true_",1
"ff3mt37",0,8052,"BADE","negative","absurd",1
"ff3mt37",2,6186,"BADE","positive","lure",1
"ff3mt37",4,5160,"BADE","positive","lure",1
"ff3mt37",0,5381,"BADE","positive","true_",1
"ff3mt37",2,5045,"BADE","positive","absurd",1
"ff3mt37",2,6792,"BADE","negative","lure",1
"ff3mt37",6,5839,"BADE","negative","lure",1
"ff3mt37",2,5902,"BADE","negative","true_",1
"ff3mt37",0,4909,"BADE","negative","absurd",1
"ff3mt37",4,7465,"BADE","negative","lure",1
"ff3mt37",2,5761,"BADE","negative","lure",1
"ff3mt37",2,4258,"BADE","negative","true_",1
"ff3mt37",0,5015,"BADE","negative","absurd",1
"ff3mt37",0,7116,"BADE","negative","lure",1
"ff3mt37",6,6446,"BADE","negative","lure",1
"ff3mt37",0,5357,"BADE","negative","true_",1
"ff3mt37",0,4973,"BADE","negative","absurd",1
"ff3mt37",2,5984,"BADE","positive","lure",1
"ff3mt37",6,6716,"BADE","positive","lure",1
"ff3mt37",6,6373,"BADE","positive","true_",1
"ff3mt37",0,7860,"BADE","positive","absurd",1
"ff3mt37",6,7168,"BADE","positive","lure",1
"ff3mt37",2,6013,"BADE","positive","lure",1
"ff3mt37",4,5386,"BADE","positive","true_",1
"ff3mt37",4,7609,"BADE","positive","absurd",1
"ff3mt37",0,13696,"BADE","negative","lure",1
"ff3mt37",2,4310,"BADE","negative","lure",1
"ff3mt37",2,5441,"BADE","negative","true_",1
"ff3mt37",0,6205,"BADE","negative","absurd",1
"ff3mt37",4,11106,"BADE","negative","lure",1
"ff3mt37",6,6562,"BADE","negative","lure",1
"ff3mt37",4,6741,"BADE","negative","true_",1
"ff3mt37",0,5374,"BADE","negative","absurd",1
"ff3mt37",4,8997,"BADE","positive","lure",1
"ff3mt37",4,5260,"BADE","positive","lure",1
"ff3mt37",2,6478,"BADE","positive","true_",1
"ff3mt37",0,5106,"BADE","positive","absurd",1
"ff3mt37",4,7047,"BADE","positive","lure",1
"ff3mt37",6,6702,"BADE","positive","lure",1
"ff3mt37",2,6349,"BADE","positive","true_",1
"ff3mt37",0,4522,"BADE","positive","absurd",1
"ff3mt37",6,10518,"BADE","negative","lure",1
"ff3mt37",2,8786,"BADE","negative","lure",1
"ff3mt37",0,6386,"BADE","negative","true_",1
"ff3mt37",0,3852,"BADE","negative","absurd",1
"b2c1w1f",1,9210,"BADE","positive","true_",1
"b2c1w1f",0,3742,"BADE","positive","absurd",1
"b2c1w1f",2,3503,"BADE","positive","lure",1
"b2c1w1f",3,3863,"BADE","positive","lure",1
"b2c1w1f",4,7225,"BADE","positive","true_",2
"b2c1w1f",1,4428,"BADE","positive","absurd",2
"b2c1w1f",0,3008,"BADE","positive","lure",2
"b2c1w1f",2,2061,"BADE","positive","lure",2
"b2c1w1f",0,7251,"BADE","positive","lure",3
"b2c1w1f",5,2515,"BADE","positive","true_",3
"b2c1w1f",1,4220,"BADE","positive","lure",3
"b2c1w1f",0,2633,"BADE","positive","absurd",3
"b2c1w1f",2,3321,"BADE","negative","true_",1
"b2c1w1f",0,2731,"BADE","negative","absurd",1
"b2c1w1f",2,3366,"BADE","negative","lure",1
"b2c1w1f",4,6001,"BADE","negative","lure",1
"b2c1w1f",2,3389,"BADE","negative","true_",2
"b2c1w1f",0,2456,"BADE","negative","absurd",2
"b2c1w1f",2,2962,"BADE","negative","lure",2
"b2c1w1f",2,7737,"BADE","negative","lure",2
"b2c1w1f",0,5212,"BADE","negative","lure",3
"b2c1w1f",4,3897,"BADE","negative","true_",3
"b2c1w1f",0,3635,"BADE","negative","lure",3
"b2c1w1f",0,2393,"BADE","negative","absurd",3
"b2c1w1f",4,5021,"BADE","negative","true_",1
"b2c1w1f",2,3604,"BADE","negative","absurd",1
"b2c1w1f",0,2370,"BADE","negative","lure",1
"b2c1w1f",2,1550,"BADE","negative","lure",1
"b2c1w1f",6,3804,"BADE","negative","true_",2
"b2c1w1f",0,3205,"BADE","negative","absurd",2
"b2c1w1f",0,1679,"BADE","negative","lure",2
"b2c1w1f",0,1774,"BADE","negative","lure",2
"b2c1w1f",4,6545,"BADE","positive","true_",1
"b2c1w1f",0,4644,"BADE","positive","absurd",1
"b2c1w1f",4,2778,"BADE","positive","lure",1
"b2c1w1f",4,3242,"BADE","positive","lure",1
"b2c1w1f",6,2303,"BADE","positive","true_",2
"b2c1w1f",0,1889,"BADE","positive","absurd",2
"b2c1w1f",0,1827,"BADE","positive","lure",2
"b2c1w1f",0,1510,"BADE","positive","lure",2
"b2c1w1f",4,4008,"BADE","positive","true_",1
"b2c1w1f",0,2528,"BADE","positive","absurd",1
"b2c1w1f",2,4307,"BADE","positive","lure",1
"b2c1w1f",0,1773,"BADE","positive","lure",1
"b2c1w1f",6,3289,"BADE","positive","true_",2
"b2c1w1f",0,1862,"BADE","positive","absurd",2
"b2c1w1f",0,1409,"BADE","positive","lure",2
"b2c1w1f",0,2489,"BADE","positive","lure",2
"b2c1w1f",4,17592,"BADE","negative","true_",1
"b2c1w1f",0,5016,"BADE","negative","absurd",1
"b2c1w1f",2,2666,"BADE","negative","lure",1
"b2c1w1f",2,1906,"BADE","negative","lure",1
"b2c1w1f",4,4952,"BADE","negative","true_",2
"b2c1w1f",0,2408,"BADE","negative","absurd",2
"b2c1w1f",0,1509,"BADE","negative","lure",2
"b2c1w1f",0,1997,"BADE","negative","lure",2
"b2c1w1f",2,4610,"BADE","negative","true_",1
"b2c1w1f",0,2824,"BADE","negative","absurd",1
"b2c1w1f",2,1717,"BADE","negative","lure",1
"b2c1w1f",2,1254,"BADE","negative","lure",1
"b2c1w1f",4,3888,"BADE","negative","true_",2
"b2c1w1f",0,1655,"BADE","negative","absurd",2
"b2c1w1f",2,3891,"BADE","negative","lure",2
"b2c1w1f",2,1947,"BADE","negative","lure",2
"b2c1w1f",0,4024,"BADE","negative","lure",3
"b2c1w1f",6,2342,"BADE","negative","true_",3
"b2c1w1f",0,2269,"BADE","negative","lure",3
"b2c1w1f",0,2476,"BADE","negative","absurd",3
"b2c1w1f",2,5330,"BADE","positive","true_",1
"b2c1w1f",2,3651,"BADE","positive","absurd",1
"b2c1w1f",2,2067,"BADE","positive","lure",1
"b2c1w1f",0,1920,"BADE","positive","lure",1
"b2c1w1f",4,3344,"BADE","positive","true_",2
"b2c1w1f",2,2305,"BADE","positive","absurd",2
"b2c1w1f",2,1485,"BADE","positive","lure",2
"b2c1w1f",0,2439,"BADE","positive","lure",2
"b2c1w1f",4,9005,"BADE","positive","lure",3
"b2c1w1f",4,1487,"BADE","positive","true_",3
"b2c1w1f",0,2183,"BADE","positive","lure",3
"b2c1w1f",2,1950,"BADE","positive","absurd",3
"b2c1w1f",4,4892,"BADE","negative","true_",1
"b2c1w1f",0,1922,"BADE","negative","absurd",1
"b2c1w1f",4,3753,"BADE","negative","lure",1
"b2c1w1f",2,1856,"BADE","negative","lure",1
"b2c1w1f",6,2894,"BADE","negative","true_",2
"b2c1w1f",0,1600,"BADE","negative","absurd",2
"b2c1w1f",4,2653,"BADE","negative","lure",2
"b2c1w1f",0,1588,"BADE","negative","lure",2
"b2c1w1f",2,5493,"BADE","negative","true_",1
"b2c1w1f",0,2791,"BADE","negative","absurd",1
"b2c1w1f",4,2898,"BADE","negative","lure",1
"b2c1w1f",4,1365,"BADE","negative","lure",1
"b2c1w1f",2,3793,"BADE","negative","true_",2
"b2c1w1f",0,1956,"BADE","negative","absurd",2
"b2c1w1f",4,1701,"BADE","negative","lure",2
"b2c1w1f",4,1804,"BADE","negative","lure",2
"b2c1w1f",0,3805,"BADE","negative","lure",3
"b2c1w1f",6,2799,"BADE","negative","true_",3
"b2c1w1f",2,3351,"BADE","negative","lure",3
"b2c1w1f",0,2626,"BADE","negative","absurd",3
"b2c1w1f",4,4791,"BADE","positive","true_",1
"b2c1w1f",0,2366,"BADE","positive","absurd",1
"b2c1w1f",2,2303,"BADE","positive","lure",1
"b2c1w1f",2,1843,"BADE","positive","lure",1
"b2c1w1f",6,4814,"BADE","positive","true_",2
"b2c1w1f",0,1710,"BADE","positive","absurd",2
"b2c1w1f",0,1678,"BADE","positive","lure",2
"b2c1w1f",2,3864,"BADE","positive","lure",2
"b2c1w1f",2,5506,"BADE","negative","true_",1
"b2c1w1f",0,4606,"BADE","negative","absurd",1
"b2c1w1f",2,1955,"BADE","negative","lure",1
"b2c1w1f",2,1602,"BADE","negative","lure",1
"b2c1w1f",6,3292,"BADE","negative","true_",2
"b2c1w1f",0,2423,"BADE","negative","absurd",2
"b2c1w1f",0,2135,"BADE","negative","lure",2
"b2c1w1f",0,1920,"BADE","negative","lure",2
"b2c1w1f",2,4200,"BADE","negative","true_",1
"b2c1w1f",0,1614,"BADE","negative","absurd",1
"b2c1w1f",2,3858,"BADE","negative","lure",1
"b2c1w1f",4,2417,"BADE","negative","lure",1
"b2c1w1f",2,3756,"BADE","positive","true_",1
"b2c1w1f",0,3181,"BADE","positive","absurd",1
"b2c1w1f",2,2841,"BADE","positive","lure",1
"b2c1w1f",4,2300,"BADE","positive","lure",1
"b2c1w1f",6,4085,"BADE","positive","true_",2
"b2c1w1f",0,2050,"BADE","positive","absurd",2
"b2c1w1f",0,1634,"BADE","positive","lure",2
"b2c1w1f",0,2393,"BADE","positive","lure",2
"b2c1w1f",4,9828,"BADE","negative","true_",1
"b2c1w1f",0,1872,"BADE","negative","absurd",1
"b2c1w1f",4,4008,"BADE","negative","lure",1
"b2c1w1f",0,2453,"BADE","negative","lure",1
"b2c1w1f",4,2564,"BADE","negative","true_",2
"b2c1w1f",0,2253,"BADE","negative","absurd",2
"b2c1w1f",0,1971,"BADE","negative","lure",2
"b2c1w1f",0,2222,"BADE","negative","lure",2
"b2c1w1f",4,4065,"BADE","negative","true_",1
"b2c1w1f",0,2508,"BADE","negative","absurd",1
"b2c1w1f",2,2883,"BADE","negative","lure",1
"b2c1w1f",1,2630,"BADE","negative","lure",1
"b2c1w1f",6,5452,"BADE","negative","true_",2
"b2c1w1f",0,1496,"BADE","negative","absurd",2
"b2c1w1f",0,3401,"BADE","negative","lure",2
"b2c1w1f",0,1631,"BADE","negative","lure",2
"b2c1w1f",2,6611,"BADE","negative","true_",1
"b2c1w1f",0,1784,"BADE","negative","absurd",1
"b2c1w1f",0,2194,"BADE","negative","lure",1
"b2c1w1f",0,2732,"BADE","negative","lure",1
"b2c1w1f",4,4375,"BADE","positive","true_",1
"b2c1w1f",0,2934,"BADE","positive","absurd",1
"b2c1w1f",2,2290,"BADE","positive","lure",1
"b2c1w1f",2,2062,"BADE","positive","lure",1
"b2c1w1f",4,3422,"BADE","positive","true_",2
"b2c1w1f",0,2876,"BADE","positive","absurd",2
"b2c1w1f",0,2009,"BADE","positive","lure",2
"b2c1w1f",2,2736,"BADE","positive","lure",2
"b2c1w1f",0,2753,"BADE","positive","lure",3
"b2c1w1f",6,2940,"BADE","positive","true_",3
"b2c1w1f",0,2008,"BADE","positive","lure",3
"b2c1w1f",0,1490,"BADE","positive","absurd",3
"b2c1w1f",4,3787,"BADE","positive","true_",1
"b2c1w1f",0,2032,"BADE","positive","absurd",1
"b2c1w1f",2,1894,"BADE","positive","lure",1
"b2c1w1f",2,1803,"BADE","positive","lure",1
"b2c1w1f",2,6634,"BADE","positive","true_",2
"b2c1w1f",0,1676,"BADE","positive","absurd",2
"b2c1w1f",2,2355,"BADE","positive","lure",2
"b2c1w1f",2,4005,"BADE","positive","lure",2
"b2c1w1f",2,4387,"BADE","positive","true_",1
"b2c1w1f",0,2275,"BADE","positive","absurd",1
"b2c1w1f",0,2861,"BADE","positive","lure",1
"b2c1w1f",2,2351,"BADE","positive","lure",1
"b2c1w1f",6,3436,"BADE","positive","true_",2
"b2c1w1f",0,1728,"BADE","positive","absurd",2
"b2c1w1f",0,1142,"BADE","positive","lure",2
"b2c1w1f",0,1667,"BADE","positive","lure",2
"b2c1w1f",2,2727,"BADE","negative","true_",1
"b2c1w1f",0,2307,"BADE","negative","absurd",1
"b2c1w1f",2,1959,"BADE","negative","lure",1
"b2c1w1f",2,2552,"BADE","negative","lure",1
"b2c1w1f",2,5216,"BADE","negative","true_",2
"b2c1w1f",0,2138,"BADE","negative","absurd",2
"b2c1w1f",2,1873,"BADE","negative","lure",2
"b2c1w1f",0,5078,"BADE","negative","lure",2
"b2c1w1f",2,5603,"BADE","negative","lure",3
"b2c1w1f",4,1489,"BADE","negative","true_",3
"b2c1w1f",0,1872,"BADE","negative","lure",3
"b2c1w1f",0,1790,"BADE","negative","absurd",3
"b2c1w1f",2,3360,"BADE","positive","true_",1
"b2c1w1f",0,2148,"BADE","positive","absurd",1
"b2c1w1f",2,2391,"BADE","positive","lure",1
"b2c1w1f",2,1548,"BADE","positive","lure",1
"b2c1w1f",6,3412,"BADE","positive","true_",2
"b2c1w1f",0,1935,"BADE","positive","absurd",2
"b2c1w1f",0,1497,"BADE","positive","lure",2
"b2c1w1f",0,2971,"BADE","positive","lure",2
"b2c1w1f",2,6755,"BADE","positive","true_",1
"b2c1w1f",0,2344,"BADE","positive","absurd",1
"b2c1w1f",2,2859,"BADE","positive","lure",1
"b2c1w1f",2,3099,"BADE","positive","lure",1
"b2c1w1f",2,2995,"BADE","positive","true_",2
"b2c1w1f",0,2718,"BADE","positive","absurd",2
"b2c1w1f",2,1665,"BADE","positive","lure",2
"b2c1w1f",2,2991,"BADE","positive","lure",2
"b2c1w1f",2,4340,"BADE","positive","lure",3
"b2c1w1f",2,2114,"BADE","positive","true_",3
"b2c1w1f",0,2755,"BADE","positive","lure",3
"b2c1w1f",0,2058,"BADE","positive","absurd",3
"b2c1w1f",2,4837,"BADE","positive","true_",1
"b2c1w1f",0,3693,"BADE","positive","absurd",1
"b2c1w1f",2,2467,"BADE","positive","lure",1
"b2c1w1f",2,2925,"BADE","positive","lure",1
"b2c1w1f",4,3993,"BADE","positive","true_",2
"b2c1w1f",0,1624,"BADE","positive","absurd",2
"b2c1w1f",2,1243,"BADE","positive","lure",2
"b2c1w1f",2,1947,"BADE","positive","lure",2
"b2c1w1f",0,3732,"BADE","positive","lure",3
"b2c1w1f",6,2302,"BADE","positive","true_",3
"b2c1w1f",2,3677,"BADE","positive","lure",3
"b2c1w1f",0,2364,"BADE","positive","absurd",3
"xssuzz2",2,7495,"BADE","positive","absurd",1
"xssuzz2",4,3782,"BADE","positive","true_",1
"xssuzz2",1,4839,"BADE","positive","lure",1
"xssuzz2",2,2834,"BADE","positive","lure",1
"xssuzz2",1,6607,"BADE","positive","lure",2
"xssuzz2",5,2466,"BADE","positive","true_",2
"xssuzz2",0,2426,"BADE","positive","absurd",2
"xssuzz2",1,2378,"BADE","positive","lure",2
"xssuzz2",6,3575,"BADE","positive","true_",3
"xssuzz2",0,2928,"BADE","positive","lure",3
"xssuzz2",1,1778,"BADE","positive","lure",3
"xssuzz2",0,1635,"BADE","positive","absurd",3
"xssuzz2",1,4132,"BADE","positive","absurd",1
"xssuzz2",2,2474,"BADE","positive","true_",1
"xssuzz2",4,2140,"BADE","positive","lure",1
"xssuzz2",3,2867,"BADE","positive","lure",1
"xssuzz2",4,5193,"BADE","positive","lure",2
"xssuzz2",2,1718,"BADE","positive","true_",2
"xssuzz2",1,2017,"BADE","positive","absurd",2
"xssuzz2",2,2002,"BADE","positive","lure",2
"xssuzz2",2,7644,"BADE","positive","true_",3
"xssuzz2",4,1494,"BADE","positive","lure",3
"xssuzz2",1,4791,"BADE","positive","lure",3
"xssuzz2",0,2232,"BADE","positive","absurd",3
"xssuzz2",4,4322,"BADE","negative","absurd",1
"xssuzz2",2,2357,"BADE","negative","true_",1
"xssuzz2",1,2210,"BADE","negative","lure",1
"xssuzz2",1,2472,"BADE","negative","lure",1
"xssuzz2",4,4646,"BADE","negative","lure",2
"xssuzz2",1,2992,"BADE","negative","true_",2
"xssuzz2",1,1523,"BADE","negative","absurd",2
"xssuzz2",4,1924,"BADE","negative","lure",2
"xssuzz2",5,4798,"BADE","negative","true_",3
"xssuzz2",1,9388,"BADE","negative","lure",3
"xssuzz2",1,2548,"BADE","negative","lure",3
"xssuzz2",0,2428,"BADE","negative","absurd",3
"xssuzz2",3,9524,"BADE","positive","absurd",1
"xssuzz2",3,2777,"BADE","positive","true_",1
"xssuzz2",3,1855,"BADE","positive","lure",1
"xssuzz2",3,1895,"BADE","positive","lure",1
"xssuzz2",4,3887,"BADE","positive","lure",2
"xssuzz2",2,1721,"BADE","positive","true_",2
"xssuzz2",0,4608,"BADE","positive","absurd",2
"xssuzz2",4,2797,"BADE","positive","lure",2
"xssuzz2",6,4989,"BADE","positive","true_",3
"xssuzz2",0,4053,"BADE","positive","lure",3
"xssuzz2",1,1820,"BADE","positive","lure",3
"xssuzz2",0,3038,"BADE","positive","absurd",3
"xssuzz2",0,4043,"BADE","negative","absurd",1
"xssuzz2",4,2307,"BADE","negative","true_",1
"xssuzz2",4,2117,"BADE","negative","lure",1
"xssuzz2",3,2233,"BADE","negative","lure",1
"xssuzz2",3,5028,"BADE","negative","lure",2
"xssuzz2",2,3600,"BADE","negative","true_",2
"xssuzz2",0,1733,"BADE","negative","absurd",2
"xssuzz2",4,2284,"BADE","negative","lure",2
"xssuzz2",4,5563,"BADE","negative","true_",3
"xssuzz2",3,4568,"BADE","negative","lure",3
"xssuzz2",2,2047,"BADE","negative","lure",3
"xssuzz2",0,1527,"BADE","negative","absurd",3
"xssuzz2",0,3138,"BADE","negative","absurd",1
"xssuzz2",1,3043,"BADE","negative","true_",1
"xssuzz2",3,2066,"BADE","negative","lure",1
"xssuzz2",3,2884,"BADE","negative","lure",1
"xssuzz2",1,6597,"BADE","negative","lure",2
"xssuzz2",4,1876,"BADE","negative","true_",2
"xssuzz2",0,1760,"BADE","negative","absurd",2
"xssuzz2",1,6206,"BADE","negative","lure",2
"xssuzz2",4,4708,"BADE","negative","true_",3
"xssuzz2",1,2946,"BADE","negative","lure",3
"xssuzz2",0,2022,"BADE","negative","lure",3
"xssuzz2",0,1504,"BADE","negative","absurd",3
"xssuzz2",1,4928,"BADE","negative","absurd",1
"xssuzz2",1,3164,"BADE","negative","true_",1
"xssuzz2",2,2515,"BADE","negative","lure",1
"xssuzz2",4,2990,"BADE","negative","lure",1
"xssuzz2",0,5222,"BADE","negative","lure",2
"xssuzz2",1,1729,"BADE","negative","true_",2
"xssuzz2",1,2465,"BADE","negative","absurd",2
"xssuzz2",4,2234,"BADE","negative","lure",2
"xssuzz2",1,4531,"BADE","negative","absurd",1
"xssuzz2",3,4936,"BADE","negative","true_",1
"xssuzz2",1,2517,"BADE","negative","lure",1
"xssuzz2",2,3209,"BADE","negative","lure",1
"xssuzz2",1,5622,"BADE","negative","lure",2
"xssuzz2",2,1904,"BADE","negative","true_",2
"xssuzz2",0,2220,"BADE","negative","absurd",2
"xssuzz2",4,2008,"BADE","negative","lure",2
"xssuzz2",3,6890,"BADE","negative","true_",3
"xssuzz2",1,2251,"BADE","negative","lure",3
"xssuzz2",4,2105,"BADE","negative","lure",3
"xssuzz2",0,2466,"BADE","negative","absurd",3
"xssuzz2",1,3766,"BADE","positive","absurd",1
"xssuzz2",4,4603,"BADE","positive","true_",1
"xssuzz2",4,1976,"BADE","positive","lure",1
"xssuzz2",4,2859,"BADE","positive","lure",1
"xssuzz2",1,7978,"BADE","positive","lure",2
"xssuzz2",5,1984,"BADE","positive","true_",2
"xssuzz2",0,1599,"BADE","positive","absurd",2
"xssuzz2",2,2568,"BADE","positive","lure",2
"xssuzz2",6,5368,"BADE","positive","true_",3
"xssuzz2",1,2398,"BADE","positive","lure",3
"xssuzz2",1,1753,"BADE","positive","lure",3
"xssuzz2",0,1411,"BADE","positive","absurd",3
"xssuzz2",1,19545,"BADE","negative","absurd",1
"xssuzz2",4,2514,"BADE","negative","true_",1
"xssuzz2",4,2363,"BADE","negative","lure",1
"xssuzz2",2,2017,"BADE","negative","lure",1
"xssuzz2",1,4623,"BADE","negative","lure",2
"xssuzz2",4,3794,"BADE","negative","true_",2
"xssuzz2",0,2744,"BADE","negative","absurd",2
"xssuzz2",1,2778,"BADE","negative","lure",2
"xssuzz2",5,3321,"BADE","negative","true_",3
"xssuzz2",0,2207,"BADE","negative","lure",3
"xssuzz2",0,5320,"BADE","negative","lure",3
"xssuzz2",0,1649,"BADE","negative","absurd",3
"xssuzz2",1,3996,"BADE","positive","absurd",1
"xssuzz2",3,2476,"BADE","positive","true_",1
"xssuzz2",4,2658,"BADE","positive","lure",1
"xssuzz2",1,2362,"BADE","positive","lure",1
"xssuzz2",3,5422,"BADE","positive","lure",2
"xssuzz2",2,3893,"BADE","positive","true_",2
"xssuzz2",0,1947,"BADE","positive","absurd",2
"xssuzz2",1,1802,"BADE","positive","lure",2
"xssuzz2",3,13255,"BADE","positive","true_",3
"xssuzz2",2,4115,"BADE","positive","lure",3
"xssuzz2",0,4702,"BADE","positive","lure",3
"xssuzz2",0,2034,"BADE","positive","absurd",3
"xssuzz2",0,3408,"BADE","positive","absurd",1
"xssuzz2",0,2407,"BADE","positive","true_",1
"xssuzz2",6,1788,"BADE","positive","lure",1
"xssuzz2",6,1930,"BADE","positive","lure",1
"xssuzz2",1,4890,"BADE","positive","lure",2
"xssuzz2",6,1872,"BADE","positive","true_",2
"xssuzz2",0,1839,"BADE","positive","absurd",2
"xssuzz2",1,2453,"BADE","positive","lure",2
"xssuzz2",2,10358,"BADE","positive","true_",3
"xssuzz2",5,1880,"BADE","positive","lure",3
"xssuzz2",6,3396,"BADE","positive","lure",3
"xssuzz2",0,1632,"BADE","positive","absurd",3
"xssuzz2",0,3261,"BADE","negative","absurd",1
"xssuzz2",1,2632,"BADE","negative","true_",1
"xssuzz2",5,2524,"BADE","negative","lure",1
"xssuzz2",3,2812,"BADE","negative","lure",1
"xssuzz2",6,7694,"BADE","negative","lure",2
"xssuzz2",0,2606,"BADE","negative","true_",2
"xssuzz2",0,2068,"BADE","negative","absurd",2
"xssuzz2",4,2045,"BADE","negative","lure",2
"xssuzz2",2,7021,"BADE","negative","absurd",1
"xssuzz2",2,2616,"BADE","negative","true_",1
"xssuzz2",3,2143,"BADE","negative","lure",1
"xssuzz2",2,1864,"BADE","negative","lure",1
"xssuzz2",1,3094,"BADE","negative","lure",2
"xssuzz2",5,2023,"BADE","negative","true_",2
"xssuzz2",1,2195,"BADE","negative","absurd",2
"xssuzz2",1,2984,"BADE","negative","lure",2
"xssuzz2",6,2974,"BADE","negative","true_",3
"xssuzz2",0,1375,"BADE","negative","lure",3
"xssuzz2",1,1539,"BADE","negative","lure",3
"xssuzz2",0,1914,"BADE","negative","absurd",3
"xssuzz2",0,5357,"BADE","positive","absurd",1
"xssuzz2",1,2185,"BADE","positive","true_",1
"xssuzz2",4,1797,"BADE","positive","lure",1
"xssuzz2",5,1975,"BADE","positive","lure",1
"xssuzz2",5,5978,"BADE","positive","lure",2
"xssuzz2",0,1509,"BADE","positive","true_",2
"xssuzz2",1,4855,"BADE","positive","absurd",2
"xssuzz2",5,2441,"BADE","positive","lure",2
"xssuzz2",0,8533,"BADE","positive","absurd",1
"xssuzz2",2,2838,"BADE","positive","true_",1
"xssuzz2",4,2086,"BADE","positive","lure",1
"xssuzz2",4,2184,"BADE","positive","lure",1
"xssuzz2",2,6345,"BADE","positive","lure",2
"xssuzz2",3,3142,"BADE","positive","true_",2
"xssuzz2",0,1759,"BADE","positive","absurd",2
"xssuzz2",2,1834,"BADE","positive","lure",2
"xssuzz2",3,3987,"BADE","positive","true_",3
"xssuzz2",2,1768,"BADE","positive","lure",3
"xssuzz2",1,2096,"BADE","positive","lure",3
"xssuzz2",0,1398,"BADE","positive","absurd",3
"xssuzz2",0,3379,"BADE","positive","absurd",1
"xssuzz2",1,2556,"BADE","positive","true_",1
"xssuzz2",3,2764,"BADE","positive","lure",1
"xssuzz2",3,2361,"BADE","positive","lure",1
"xssuzz2",1,5917,"BADE","positive","lure",2
"xssuzz2",4,2034,"BADE","positive","true_",2
"xssuzz2",0,1634,"BADE","positive","absurd",2
"xssuzz2",1,3123,"BADE","positive","lure",2
"xssuzz2",0,2797,"BADE","positive","absurd",1
"xssuzz2",4,2456,"BADE","positive","true_",1
"xssuzz2",5,2198,"BADE","positive","lure",1
"xssuzz2",4,3867,"BADE","positive","lure",1
"xssuzz2",4,7355,"BADE","positive","lure",2
"xssuzz2",5,1496,"BADE","positive","true_",2
"xssuzz2",0,1519,"BADE","positive","absurd",2
"xssuzz2",2,2112,"BADE","positive","lure",2
"xssuzz2",0,2908,"BADE","negative","absurd",1
"xssuzz2",2,6883,"BADE","negative","true_",1
"xssuzz2",2,2629,"BADE","negative","lure",1
"xssuzz2",1,4763,"BADE","negative","lure",1
"xssuzz2",3,5143,"BADE","negative","lure",2
"xssuzz2",2,5185,"BADE","negative","true_",2
"xssuzz2",0,1614,"BADE","negative","absurd",2
"xssuzz2",1,1595,"BADE","negative","lure",2
"xssuzz2",5,6004,"BADE","negative","true_",3
"xssuzz2",1,2750,"BADE","negative","lure",3
"xssuzz2",0,2153,"BADE","negative","lure",3
