"subject","bade_condition","scenario_trial","diff","D","N","P","stai_score","MSS","freq"
"vejuokn","positive",1,0.708333333333333,0,13,7,22,20,12
"vejuokn","positive",2,-3,0,13,7,22,20,1
"vjl75t8","negative",1,-0.041666666666667,8,7,9,51,24,12
"vjl75t8","negative",2,-0.15,8,7,9,51,24,10
"vjl75t8","negative",3,-0.125,8,7,9,51,24,8
"vjl75t8","positive",1,0.083333333333333,8,7,9,51,24,12
"vjl75t8","positive",2,-0.25,8,7,9,51,24,12
"vjl75t8","positive",3,0.5625,8,7,9,51,24,8
"vxfh2fz","negative",1,1,3,5,10,33,18,12
"vxfh2fz","negative",2,0.166666666666667,3,5,10,33,18,3
"vxfh2fz","negative",3,-1.25,3,5,10,33,18,2
"vxfh2fz","positive",1,-0.166666666666667,3,5,10,33,18,12
"vxfh2fz","positive",2,3.5,3,5,10,33,18,1
"w8jhj10","negative",1,0.333333333333333,1,2,0,35,3,12
"w8jhj10","positive",1,-0.333333333333333,1,2,0,35,3,12
"w8jhj10","positive",2,-2.5,1,2,0,35,3,1
"wfu1jqr","negative",1,0,0,4,1,44,5,12
"wfu1jqr","negative",2,-0.2,0,4,1,44,5,10
"wfu1jqr","negative",3,-1.16666666666667,0,4,1,44,5,9
"wfu1jqr","positive",1,-1.08333333333333,0,4,1,44,5,12
"wfu1jqr","positive",2,0.333333333333333,0,4,1,44,5,12
"wfu1jqr","positive",3,-0.333333333333333,0,4,1,44,5,12
"wzzfcld","negative",1,0.5,8,8,6,55,22,12
"wzzfcld","negative",2,-0.083333333333333,8,8,6,55,22,12
"wzzfcld","negative",3,-0.083333333333333,8,8,6,55,22,12
"wzzfcld","positive",1,1.04166666666667,8,8,6,55,22,12
"wzzfcld","positive",2,-0.454545454545455,8,8,6,55,22,11
"wzzfcld","positive",3,-0.8,8,8,6,55,22,10
"x0jn37l","negative",1,-0.541666666666667,11,2,3,55.5555555555556,16,12
"x0jn37l","negative",2,2.11111111111111,11,2,3,55.5555555555556,16,9
"x0jn37l","negative",3,4.1,11,2,3,55.5555555555556,16,5
"x0jn37l","positive",1,-0.458333333333333,11,2,3,55.5555555555556,16,12
"x0jn37l","positive",2,2.08333333333333,11,2,3,55.5555555555556,16,12
"x0jn37l","positive",3,3.21428571428571,11,2,3,55.5555555555556,16,7
"xgdkseg","negative",1,0,9,9,1,71,19,12
"xgdkseg","negative",2,2,9,9,1,71,19,12
"xgdkseg","negative",3,4.25,9,9,1,71,19,4
"xgdkseg","positive",1,-0.75,9,9,1,71,19,12
"xgdkseg","positive",2,2,9,9,1,71,19,11
"xgdkseg","positive",3,4.5,9,9,1,71,19,3
"xj9fs2c","negative",1,0.0833333333333335,9,13,1,63,23,12
"xj9fs2c","positive",1,-0.166666666666667,9,13,1,63,23,12
"xj9fs2c","positive",2,5,9,13,1,63,23,1
"xnewk97","negative",1,1.29166666666667,0,11,1,67,12,12
"xnewk97","positive",1,-0.583333333333333,0,11,1,67,12,12
"xsl03k1","negative",1,-0.041666666666667,9,5,10,50,24,12
"xsl03k1","negative",2,0.444444444444445,9,5,10,50,24,9
"xsl03k1","negative",3,0.125,9,5,10,50,24,8
"xsl03k1","positive",1,0,9,5,10,50,24,12
"xsl03k1","positive",2,0.555555555555555,9,5,10,50,24,9
"xsl03k1","positive",3,-0.0625,9,5,10,50,24,8
"xssuzz2","negative",1,-0.166666666666667,0,7,0,34,7,12
"xssuzz2","negative",2,0.541666666666667,0,7,0,34,7,12
"xssuzz2","negative",3,3.5,0,7,0,34,7,9
"xssuzz2","positive",1,-1.54166666666667,0,7,0,34,7,12
"xssuzz2","positive",2,1.04166666666667,0,7,0,34,7,12
"xssuzz2","positive",3,2.375,0,7,0,34,7,8
"y8j085p","negative",1,-0.666666666666667,0,11,0,41,11,12
"y8j085p","positive",1,-0.0416666666666665,0,11,0,41,11,12
"ynwkwkh","negative",1,0.625,0,7,0,36,7,12
"ynwkwkh","negative",2,4.33333333333333,0,7,0,36,7,3
"ynwkwkh","positive",1,2,0,7,0,36,7,12
"ynwkwkh","positive",2,4.75,0,7,0,36,7,2
"yohvkkw","negative",1,-0.666666666666667,0,0,10,44,10,12
"yohvkkw","negative",2,2.875,0,0,10,44,10,4
"yohvkkw","positive",1,-0.916666666666667,0,0,10,44,10,12
"yohvkkw","positive",2,3,0,0,10,44,10,1
"yqyeznl","negative",1,0.5,0,8,0,51,8,12
"yqyeznl","negative",2,0.375,0,8,0,51,8,12
"yqyeznl","negative",3,3.95833333333333,0,8,0,51,8,12
"yqyeznl","positive",1,0.0833333333333335,0,8,0,51,8,12
"yqyeznl","positive",2,2.58333333333333,0,8,0,51,8,12
"yqyeznl","positive",3,3.91666666666667,0,8,0,51,8,12
"yul0gtw","negative",1,-0.0416666666666667,5,5,7,51,17,12
"yul0gtw","negative",2,0.041666666666667,5,5,7,51,17,12
"yul0gtw","negative",3,0.5,5,5,7,51,17,11
"yul0gtw","positive",1,0.125,5,5,7,51,17,12
"yul0gtw","positive",2,0.125,5,5,7,51,17,12
"yul0gtw","positive",3,0.318181818181818,5,5,7,51,17,11
"yvw26zn","negative",1,-0.25,0,0,0,22,0,12
"yvw26zn","negative",2,1.16666666666667,0,0,0,22,0,12
"yvw26zn","negative",3,4,0,0,0,22,0,12
"yvw26zn","positive",1,0,0,0,0,22,0,12
"yvw26zn","positive",2,1.125,0,0,0,22,0,12
"yvw26zn","positive",3,2,0,0,0,22,0,12
"yz8sl6z","negative",1,-0.458333333333333,4,7,7,48,18,12
"yz8sl6z","negative",2,0.166666666666666,4,7,7,48,18,12
"yz8sl6z","negative",3,-0.166666666666666,4,7,7,48,18,12
"yz8sl6z","positive",1,0.0833333333333335,4,7,7,48,18,12
"yz8sl6z","positive",2,-0.0833333333333335,4,7,7,48,18,12
"yz8sl6z","positive",3,-0.0499999999999998,4,7,7,48,18,10
"za1rjjl","negative",1,0,2,2,5,37,9,12
"za1rjjl","negative",2,0.333333333333333,2,2,5,37,9,12
"za1rjjl","negative",3,2.29166666666667,2,2,5,37,9,12
"za1rjjl","positive",1,0.25,2,2,5,37,9,12
"za1rjjl","positive",2,1.29166666666667,2,2,5,37,9,12
"za1rjjl","positive",3,3.125,2,2,5,37,9,12
"zaac3ty","negative",1,-0.583333333333333,0,1,0,71,1,12
"zaac3ty","negative",2,0.0555555555555554,0,1,0,71,1,9
"zaac3ty","negative",3,3.33333333333333,0,1,0,71,1,3
"zaac3ty","positive",1,-2.125,0,1,0,71,1,12
"zaac3ty","positive",2,-0.45,0,1,0,71,1,10
"zaac3ty","positive",3,1.33333333333333,0,1,0,71,1,6
"zo7tf1f","negative",1,-0.666666666666667,0,7,3,28,10,12
"zo7tf1f","negative",2,3.40909090909091,0,7,3,28,10,11
"zo7tf1f","negative",3,4.66666666666667,0,7,3,28,10,3
"zo7tf1f","positive",1,-0.166666666666667,0,7,3,28,10,12
"zo7tf1f","positive",2,1.45454545454545,0,7,3,28,10,11
"zo7tf1f","positive",3,3.3,0,7,3,28,10,5
"zqcnx7x","negative",1,0.0833333333333335,0,0,0,21,0,12
"zqcnx7x","negative",2,2.3125,0,0,0,21,0,8
"zqcnx7x","negative",3,5.33333333333333,0,0,0,21,0,3
"zqcnx7x","positive",1,1,0,0,0,21,0,12
"zqcnx7x","positive",2,2.94444444444444,0,0,0,21,0,9
"zqcnx7x","positive",3,4.25,0,0,0,21,0,2
