"subject","bade_condition","prompt_type","scenario_trial","response_mean","rt_mean","D","N","P","stai_score","MSS","skipped"
"7wc8b0x","negative","true_",2,2.5,3.088875,4,3,1,45,8,14
"7wc8b0x","negative","absurd",2,0.25,4.192875,4,3,1,45,8,14
"7wc8b0x","negative","absurd",1,0.333333333333333,3.10708333333333,4,3,1,45,8,14
"7wc8b0x","negative","absurd",3,0,2.9425,4,3,1,45,8,14
"7wc8b0x","positive","lure",3,1,5.006,4,3,1,45,8,18
"7wc8b0x","positive","absurd",1,0.166666666666667,3.44625,4,3,1,45,8,18
"7wc8b0x","positive","true_",3,4,2.397,4,3,1,45,8,18
"7wc8b0x","positive","lure",2,1.4,3.755,4,3,1,45,8,18
"7wc8b0x","positive","absurd",2,0,4.8562,4,3,1,45,8,18
"7wc8b0x","positive","true_",2,2.8,3.2058,4,3,1,45,8,18
"7wc8b0x","positive","lure",1,2.16666666666667,3.96329166666667,4,3,1,45,8,18
"7wc8b0x","positive","absurd",3,0,2.612,4,3,1,45,8,18
"7wc8b0x","positive","true_",1,2.16666666666667,3.26666666666667,4,3,1,45,8,18
"82v2yu8","negative","true_",1,3,2.75133333333333,0,3,0,37,3,18
"82v2yu8","negative","absurd",1,0.666666666666667,4.39216666666667,0,3,0,37,3,18
"82v2yu8","negative","true_",2,5.16666666666667,2.74733333333333,0,3,0,37,3,18
"82v2yu8","negative","lure",1,2.04166666666667,2.959,0,3,0,37,3,18
"82v2yu8","negative","absurd",2,0,2.27,0,3,0,37,3,18
"82v2yu8","negative","lure",2,0.666666666666667,3.27741666666667,0,3,0,37,3,18
"82v2yu8","positive","absurd",1,0.583333333333333,4.89233333333333,0,3,0,37,3,19
"82v2yu8","positive","true_",1,2.75,10.2170833333333,0,3,0,37,3,19
"82v2yu8","positive","true_",3,2,5.56,0,3,0,37,3,19
"82v2yu8","positive","lure",3,3,2.411,0,3,0,37,3,19
"82v2yu8","positive","true_",2,3,3.7935,0,3,0,37,3,19
"82v2yu8","positive","lure",2,1.25,4.127625,0,3,0,37,3,19
"82v2yu8","positive","absurd",2,0.75,2.651,0,3,0,37,3,19
"82v2yu8","positive","lure",1,2.75,3.05054166666667,0,3,0,37,3,19
"82v2yu8","positive","absurd",3,0,3.303,0,3,0,37,3,19
"8a808ex","negative","absurd",3,4.83333333333333,2.08016666666667,1,7,5,51.1111111111111,13,0
"8a808ex","negative","absurd",2,4.25,1.01733333333333,1,7,5,51.1111111111111,13,0
"8a808ex","negative","absurd",1,2.33333333333333,1.20275,1,7,5,51.1111111111111,13,0
"8a808ex","negative","lure",3,5,3.134875,1,7,5,51.1111111111111,13,0
"8a808ex","negative","lure",1,2.54166666666667,1.25891666666667,1,7,5,51.1111111111111,13,0
"8a808ex","negative","lure",2,4,2.68979166666667,1,7,5,51.1111111111111,13,0
"8a808ex","negative","true_",1,2.91666666666667,4.13983333333333,1,7,5,51.1111111111111,13,0
"8a808ex","negative","true_",2,4,1.03325,1,7,5,51.1111111111111,13,0
"8a808ex","negative","true_",3,5.16666666666667,0.939083333333333,1,7,5,51.1111111111111,13,0
"8a808ex","positive","lure",3,5.13636363636364,2.01327272727273,1,7,5,51.1111111111111,13,2
"8a808ex","positive","absurd",2,3.81818181818182,1.29436363636364,1,7,5,51.1111111111111,13,2
"8a808ex","positive","lure",2,3.72727272727273,1.73181818181818,1,7,5,51.1111111111111,13,2
"8a808ex","positive","true_",2,3.90909090909091,1.05290909090909,1,7,5,51.1111111111111,13,2
"8a808ex","positive","true_",3,4.90909090909091,1.05754545454545,1,7,5,51.1111111111111,13,2
"8a808ex","positive","lure",1,2.79166666666667,1.21516666666667,1,7,5,51.1111111111111,13,2
"8a808ex","positive","absurd",3,5.18181818181818,2.83,1,7,5,51.1111111111111,13,2
"8a808ex","positive","absurd",1,3.16666666666667,2.00775,1,7,5,51.1111111111111,13,2
"8a808ex","positive","true_",1,2.91666666666667,4.11991666666667,1,7,5,51.1111111111111,13,2
"8dnpxq2","negative","true_",1,3.91666666666667,11.4486666666667,11,7,12,46,30,24
"8dnpxq2","negative","absurd",1,4.58333333333333,10.3634166666667,11,7,12,46,30,24
"8dnpxq2","negative","lure",1,5.45833333333333,48.9099583333333,11,7,12,46,30,24
"8dnpxq2","positive","lure",2,3,5.948,11,7,12,46,30,23
"8dnpxq2","positive","absurd",1,3.25,10.3029166666667,11,7,12,46,30,23
"8dnpxq2","positive","absurd",2,2,2.766,11,7,12,46,30,23
"8dnpxq2","positive","true_",2,6,3.657,11,7,12,46,30,23
"8dnpxq2","positive","true_",1,4.41666666666667,11.2694166666667,11,7,12,46,30,23
"8dnpxq2","positive","lure",1,3.41666666666667,6.06229166666667,11,7,12,46,30,23
"920vxbr","negative","absurd",1,2.33333333333333,3.81158333333333,7,4,4,44,15,0
"920vxbr","negative","absurd",2,2.41666666666667,4.22916666666667,7,4,4,44,15,0
"920vxbr","negative","absurd",3,3.66666666666667,6.89625,7,4,4,44,15,0
"920vxbr","negative","lure",1,2.20833333333333,9.357375,7,4,4,44,15,0
"920vxbr","negative","lure",2,2.625,5.33820833333333,7,4,4,44,15,0
"920vxbr","negative","lure",3,3.70833333333333,7.42020833333333,7,4,4,44,15,0
"920vxbr","negative","true_",1,2.25,15.3630833333333,7,4,4,44,15,0
"920vxbr","negative","true_",2,2.58333333333333,6.28533333333333,7,4,4,44,15,0
"920vxbr","negative","true_",3,3.58333333333333,4.77825,7,4,4,44,15,0
"920vxbr","positive","absurd",1,2.16666666666667,6.09791666666667,7,4,4,44,15,0
"920vxbr","positive","absurd",2,2.66666666666667,3.46541666666667,7,4,4,44,15,0
"920vxbr","positive","absurd",3,3.16666666666667,10.98425,7,4,4,44,15,0
"920vxbr","positive","lure",1,2.20833333333333,4.59866666666667,7,4,4,44,15,0
"920vxbr","positive","lure",2,2.5,4.91616666666667,7,4,4,44,15,0
"920vxbr","positive","lure",3,3.79166666666667,3.697375,7,4,4,44,15,0
"920vxbr","positive","true_",1,2,5.39866666666667,7,4,4,44,15,0
"920vxbr","positive","true_",2,2.83333333333333,3.10941666666667,7,4,4,44,15,0
"920vxbr","positive","true_",3,3.41666666666667,3.52825,7,4,4,44,15,0
"966ltjj","negative","absurd",2,0.0833333333333333,2.45191666666667,0,6,1,53.75,7,6
"966ltjj","negative","absurd",3,0,2.5775,0,6,1,53.75,7,6
"966ltjj","negative","lure",3,0.833333333333333,3.529,0,6,1,53.75,7,6
"966ltjj","negative","absurd",1,0,2.55433333333333,0,6,1,53.75,7,6
"966ltjj","negative","true_",2,4.33333333333333,3.01508333333333,0,6,1,53.75,7,6
"966ltjj","negative","lure",1,1.79166666666667,5.506875,0,6,1,53.75,7,6
"966ltjj","negative","lure",2,1.45833333333333,3.81504166666667,0,6,1,53.75,7,6
"966ltjj","negative","true_",3,5.5,2.356,0,6,1,53.75,7,6
"966ltjj","negative","true_",1,2.91666666666667,3.28208333333333,0,6,1,53.75,7,6
"966ltjj","positive","true_",1,2.66666666666667,3.35641666666667,0,6,1,53.75,7,9
"966ltjj","positive","true_",2,3.3,2.6345,0,6,1,53.75,7,9
"966ltjj","positive","true_",3,4.4,2.2904,0,6,1,53.75,7,9
"966ltjj","positive","lure",3,1.5,4.597,0,6,1,53.75,7,9
"966ltjj","positive","lure",2,1.95,3.9208,0,6,1,53.75,7,9
"966ltjj","positive","absurd",1,0.166666666666667,2.8315,0,6,1,53.75,7,9
"966ltjj","positive","absurd",3,0.4,2.5594,0,6,1,53.75,7,9
"966ltjj","positive","lure",1,1.83333333333333,4.34291666666667,0,6,1,53.75,7,9
"966ltjj","positive","absurd",2,0.2,2.4003,0,6,1,53.75,7,9
"9hf1w8k","negative","lure",2,0,4.574,1,7,0,55.5555555555556,8,23
"9hf1w8k","negative","true_",1,0.833333333333333,4.589,1,7,0,55.5555555555556,8,23
"9hf1w8k","negative","true_",2,2,3.155,1,7,0,55.5555555555556,8,23
"9hf1w8k","negative","absurd",2,0,4.004,1,7,0,55.5555555555556,8,23
"9hf1w8k","negative","absurd",1,0,4.00433333333333,1,7,0,55.5555555555556,8,23
"9hf1w8k","negative","lure",1,3.5,6.771625,1,7,0,55.5555555555556,8,23
"9hf1w8k","positive","true_",1,3.33333333333333,3.98758333333333,1,7,0,55.5555555555556,8,24
"9hf1w8k","positive","lure",1,0.875,6.55829166666667,1,7,0,55.5555555555556,8,24
"9hf1w8k","positive","absurd",1,0.333333333333333,3.66533333333333,1,7,0,55.5555555555556,8,24
"9j2u5z9","negative","lure",3,4.05555555555556,2.18388888888889,0,4,2,55.5555555555556,6,4
"9j2u5z9","negative","true_",1,4.08333333333333,2.14225,0,4,2,55.5555555555556,6,4
"9j2u5z9","negative","true_",2,4.09090909090909,3.98690909090909,0,4,2,55.5555555555556,6,4
"9j2u5z9","negative","absurd",3,4,3.40244444444444,0,4,2,55.5555555555556,6,4
"9j2u5z9","negative","lure",1,4.125,2.934875,0,4,2,55.5555555555556,6,4
"9j2u5z9","negative","lure",2,4.09090909090909,3.10672727272727,0,4,2,55.5555555555556,6,4
"9j2u5z9","negative","absurd",2,4.09090909090909,3.129,0,4,2,55.5555555555556,6,4
"9j2u5z9","negative","true_",3,4,2.09777777777778,0,4,2,55.5555555555556,6,4
"9j2u5z9","negative","absurd",1,4.08333333333333,2.705,0,4,2,55.5555555555556,6,4
"9j2u5z9","positive","absurd",3,4.22222222222222,1.90133333333333,0,4,2,55.5555555555556,6,5
"9j2u5z9","positive","lure",1,4,2.23695833333333,0,4,2,55.5555555555556,6,5
"9j2u5z9","positive","true_",3,4.22222222222222,3.39233333333333,0,4,2,55.5555555555556,6,5
"9j2u5z9","positive","absurd",1,4,2.08308333333333,0,4,2,55.5555555555556,6,5
"9j2u5z9","positive","true_",1,4.08333333333333,2.44683333333333,0,4,2,55.5555555555556,6,5
"9j2u5z9","positive","lure",2,4.1,1.99275,0,4,2,55.5555555555556,6,5
"9j2u5z9","positive","true_",2,4.2,14.8877,0,4,2,55.5555555555556,6,5
"9j2u5z9","positive","lure",3,4.16666666666667,3.47766666666667,0,4,2,55.5555555555556,6,5
"9j2u5z9","positive","absurd",2,4.1,2.2183,0,4,2,55.5555555555556,6,5
"9m7e754","negative","true_",1,3.08333333333333,5.80125,0,2,1,37,3,24
"9m7e754","negative","lure",1,2.58333333333333,4.15783333333333,0,2,1,37,3,24
"9m7e754","negative","absurd",1,0.5,20.23075,0,2,1,37,3,24
"9m7e754","positive","true_",1,3.58333333333333,8.54116666666667,0,2,1,37,3,24
"9m7e754","positive","lure",1,2.625,3.67420833333333,0,2,1,37,3,24
"9m7e754","positive","absurd",1,0.583333333333333,3.69225,0,2,1,37,3,24
"9msn7ff","negative","absurd",3,0,5.4665,0,0,0,43.3333333333333,0,8
"9msn7ff","negative","absurd",1,0,5.89291666666667,0,0,0,43.3333333333333,0,8
"9msn7ff","negative","true_",1,1.66666666666667,5.74883333333333,0,0,0,43.3333333333333,0,8
"9msn7ff","negative","absurd",2,0,4.2265,0,0,0,43.3333333333333,0,8
"9msn7ff","negative","true_",3,3,5.23375,0,0,0,43.3333333333333,0,8
"9msn7ff","negative","lure",1,1.5,6.664875,0,0,0,43.3333333333333,0,8
"9msn7ff","negative","lure",3,0.5,6.220875,0,0,0,43.3333333333333,0,8
"9msn7ff","negative","lure",2,1.16666666666667,5.916375,0,0,0,43.3333333333333,0,8
"9msn7ff","negative","true_",2,2.83333333333333,8.25033333333333,0,0,0,43.3333333333333,0,8
"9msn7ff","positive","lure",3,0.333333333333333,5.4235,0,0,0,43.3333333333333,0,9
"9msn7ff","positive","true_",2,2.5,8.9985,0,0,0,43.3333333333333,0,9
"9msn7ff","positive","true_",1,1.75,6.06566666666667,0,0,0,43.3333333333333,0,9
"9msn7ff","positive","absurd",1,0.166666666666667,5.83491666666667,0,0,0,43.3333333333333,0,9
"9msn7ff","positive","true_",3,3.33333333333333,6.31266666666667,0,0,0,43.3333333333333,0,9
"9msn7ff","positive","absurd",2,0,4.87233333333333,0,0,0,43.3333333333333,0,9
"9msn7ff","positive","absurd",3,0,6.06066666666667,0,0,0,43.3333333333333,0,9
"9msn7ff","positive","lure",1,2.25,9.65120833333333,0,0,0,43.3333333333333,0,9
"9msn7ff","positive","lure",2,1.75,6.64820833333333,0,0,0,43.3333333333333,0,9
"9yj73yx","negative","lure",2,1.375,3.073,0,0,0,23,0,20
"9yj73yx","negative","true_",1,3.41666666666667,3.93758333333333,0,0,0,23,0,20
"9yj73yx","negative","lure",1,1.875,4.90658333333333,0,0,0,23,0,20
"9yj73yx","negative","true_",2,4.5,2.75825,0,0,0,23,0,20
"9yj73yx","negative","absurd",2,0,4.488,0,0,0,23,0,20
"9yj73yx","negative","absurd",1,0.333333333333333,3.15508333333333,0,0,0,23,0,20
"9yj73yx","positive","absurd",2,0,6.58466666666667,0,0,0,23,0,21
"9yj73yx","positive","absurd",1,0.25,4.09175,0,0,0,23,0,21
"9yj73yx","positive","lure",2,0.166666666666667,2.74766666666667,0,0,0,23,0,21
"9yj73yx","positive","true_",1,3.41666666666667,4.80541666666667,0,0,0,23,0,21
"9yj73yx","positive","lure",1,2.83333333333333,6.53883333333333,0,0,0,23,0,21
"9yj73yx","positive","true_",2,6,2.417,0,0,0,23,0,21
"a5q0xx3","negative","absurd",1,0.333333333333333,2.39075,0,5,1,61,6,0
"a5q0xx3","negative","absurd",2,0.166666666666667,2.09066666666667,0,5,1,61,6,0
"a5q0xx3","negative","absurd",3,0.0833333333333333,2.1265,0,5,1,61,6,0
"a5q0xx3","negative","lure",1,2,4.34091666666667,0,5,1,61,6,0
"a5q0xx3","negative","lure",2,1.875,3.09391666666667,0,5,1,61,6,0
"a5q0xx3","negative","true_",3,3.5,2.51466666666667,0,5,1,61,6,0
"a5q0xx3","negative","true_",2,2.33333333333333,2.437,0,5,1,61,6,0
"a5q0xx3","negative","lure",3,1.33333333333333,6.14441666666667,0,5,1,61,6,0
"a5q0xx3","negative","true_",1,2,1.83408333333333,0,5,1,61,6,0
"a5q0xx3","positive","lure",1,2.125,5.60708333333333,0,5,1,61,6,2
"a5q0xx3","positive","lure",2,1.45833333333333,3.28991666666667,0,5,1,61,6,2
"a5q0xx3","positive","absurd",3,0.1,2.1712,0,5,1,61,6,2
"a5q0xx3","positive","true_",2,2.66666666666667,2.4485,0,5,1,61,6,2
"a5q0xx3","positive","absurd",2,0.5,2.37075,0,5,1,61,6,2
"a5q0xx3","positive","lure",3,1.1,3.38725,0,5,1,61,6,2
"a5q0xx3","positive","absurd",1,0.833333333333333,2.58966666666667,0,5,1,61,6,2
"a5q0xx3","positive","true_",3,4.2,3.1398,0,5,1,61,6,2
"a5q0xx3","positive","true_",1,2.16666666666667,2.225,0,5,1,61,6,2
"am060hf","negative","true_",1,2.41666666666667,6.244,4,2,4,51,10,24
"am060hf","negative","lure",1,3.33333333333333,5.736875,4,2,4,51,10,24
"am060hf","negative","absurd",1,2.91666666666667,8.54441666666667,4,2,4,51,10,24
"am060hf","positive","absurd",1,3,19.5365,4,2,4,51,10,24
"am060hf","positive","lure",1,2.79166666666667,8.23295833333333,4,2,4,51,10,24
"am060hf","positive","true_",1,3.25,51.27975,4,2,4,51,10,24
"b2c1w1f","negative","absurd",2,0,2.159,0,0,0,46,0,10
"b2c1w1f","negative","lure",2,1.1,2.57365,0,0,0,46,0,10
"b2c1w1f","negative","lure",3,0.5,3.721375,0,0,0,46,0,10
"b2c1w1f","negative","true_",2,4.2,3.9244,0,0,0,46,0,10
"b2c1w1f","negative","absurd",3,0,2.32125,0,0,0,46,0,10
"b2c1w1f","negative","absurd",1,0.166666666666667,2.79825,0,0,0,46,0,10
"b2c1w1f","negative","true_",1,2.83333333333333,6.1555,0,0,0,46,0,10
"b2c1w1f","negative","lure",1,2.125,2.58104166666667,0,0,0,46,0,10
"b2c1w1f","negative","true_",3,5,2.63175,0,0,0,46,0,10
"b2c1w1f","positive","true_",1,2.75,5.09508333333333,0,0,0,46,0,7
"b2c1w1f","positive","lure",2,0.833333333333333,2.16770833333333,0,0,0,46,0,7
"b2c1w1f","positive","lure",1,2.04166666666667,2.55375,0,0,0,46,0,7
"b2c1w1f","positive","absurd",3,0.4,2.099,0,0,0,46,0,7
"b2c1w1f","positive","true_",2,4.66666666666667,4.07933333333333,0,0,0,46,0,7
"b2c1w1f","positive","true_",3,4.6,2.2716,0,0,0,46,0,7
"b2c1w1f","positive","absurd",2,0.25,2.23341666666667,0,0,0,46,0,7
"b2c1w1f","positive","lure",3,0.9,4.1924,0,0,0,46,0,7
"b2c1w1f","positive","absurd",1,0.166666666666667,2.9615,0,0,0,46,0,7
"b9uedz9","negative","absurd",1,1.33333333333333,5.26441666666667,0,1,0,22,1,0
"b9uedz9","negative","absurd",2,0,3.33691666666667,0,1,0,22,1,0
"b9uedz9","negative","absurd",3,0,5.45375,0,1,0,22,1,0
"b9uedz9","negative","lure",1,2,3.56829166666667,0,1,0,22,1,0
"b9uedz9","negative","lure",2,1,4.72979166666667,0,1,0,22,1,0
"b9uedz9","negative","lure",3,0.5,3.32941666666667,0,1,0,22,1,0
"b9uedz9","negative","true_",1,1.83333333333333,3.22,0,1,0,22,1,0
"b9uedz9","negative","true_",2,2.66666666666667,3.21533333333333,0,1,0,22,1,0
"b9uedz9","negative","true_",3,5.33333333333333,3.20333333333333,0,1,0,22,1,0
"b9uedz9","positive","lure",2,1.83333333333333,5.120375,0,1,0,22,1,1
"b9uedz9","positive","absurd",3,0,5.89336363636364,0,1,0,22,1,1
"b9uedz9","positive","absurd",2,0.333333333333333,3.75108333333333,0,1,0,22,1,1
"b9uedz9","positive","true_",2,2.83333333333333,3.92275,0,1,0,22,1,1
"b9uedz9","positive","lure",1,2.75,4.13154166666667,0,1,0,22,1,1
"b9uedz9","positive","true_",1,1.83333333333333,4.13133333333333,0,1,0,22,1,1
"b9uedz9","positive","true_",3,4.18181818181818,3.69981818181818,0,1,0,22,1,1
"b9uedz9","positive","lure",3,1.36363636363636,3.71654545454545,0,1,0,22,1,1
"b9uedz9","positive","absurd",1,0.833333333333333,6.14541666666667,0,1,0,22,1,1
"bnl4t6a","negative","true_",1,3.25,6.02625,10,8,13,51,31,23
"bnl4t6a","negative","true_",2,4,4.451,10,8,13,51,31,23
"bnl4t6a","negative","absurd",1,3.83333333333333,3.50266666666667,10,8,13,51,31,23
"bnl4t6a","negative","lure",1,3.91666666666667,3.42970833333333,10,8,13,51,31,23
"bnl4t6a","negative","absurd",2,4,2.915,10,8,13,51,31,23
"bnl4t6a","negative","lure",2,2.5,3.8575,10,8,13,51,31,23
"bnl4t6a","positive","absurd",1,4.66666666666667,3.86441666666667,10,8,13,51,31,24
"bnl4t6a","positive","true_",1,4.33333333333333,4.44191666666667,10,8,13,51,31,24
"bnl4t6a","positive","lure",1,4.5,4.12445833333333,10,8,13,51,31,24
"cggq7ne","negative","true_",1,1.75,4.05825,0,2,5,24,7,23
"cggq7ne","negative","lure",2,1.5,4.674,0,2,5,24,7,23
"cggq7ne","negative","lure",1,3,8.722125,0,2,5,24,7,23
"cggq7ne","negative","absurd",1,0.833333333333333,5.07308333333333,0,2,5,24,7,23
"cggq7ne","negative","true_",2,4,4.517,0,2,5,24,7,23
"cggq7ne","negative","absurd",2,0,4.398,0,2,5,24,7,23
"cggq7ne","positive","absurd",1,0.166666666666667,4.64841666666667,0,2,5,24,7,21
"cggq7ne","positive","lure",1,2.95833333333333,5.66116666666667,0,2,5,24,7,21
"cggq7ne","positive","absurd",3,0,7.278,0,2,5,24,7,21
"cggq7ne","positive","lure",2,1,5.05,0,2,5,24,7,21
"cggq7ne","positive","lure",3,5,3.4225,0,2,5,24,7,21
"cggq7ne","positive","true_",1,3.91666666666667,4.45883333333333,0,2,5,24,7,21
"cggq7ne","positive","absurd",2,1,2.6815,0,2,5,24,7,21
"cggq7ne","positive","true_",2,4,4.521,0,2,5,24,7,21
"cggq7ne","positive","true_",3,4,3.057,0,2,5,24,7,21
"cv34dno","negative","absurd",1,0.5,6.711,0,0,0,38,0,12
"cv34dno","negative","lure",3,0.75,4.237,0,0,0,38,0,12
"cv34dno","negative","absurd",2,0.5,4.93,0,0,0,38,0,12
"cv34dno","negative","lure",2,1.5625,3.221,0,0,0,38,0,12
"cv34dno","negative","true_",1,2.08333333333333,2.88433333333333,0,0,0,38,0,12
"cv34dno","negative","true_",2,2.125,3.107,0,0,0,38,0,12
"cv34dno","negative","lure",1,1.375,3.655,0,0,0,38,0,12
"cv34dno","negative","true_",3,3,2.533,0,0,0,38,0,12
"cv34dno","negative","absurd",3,0,2.029,0,0,0,38,0,12
"cv34dno","positive","absurd",2,0.5,4.740875,0,0,0,38,0,13
"cv34dno","positive","lure",1,1.58333333333333,3.13166666666667,0,0,0,38,0,13
"cv34dno","positive","true_",1,2.66666666666667,3.161,0,0,0,38,0,13
"cv34dno","positive","true_",3,3.66666666666667,3.087,0,0,0,38,0,13
"cv34dno","positive","absurd",3,0.666666666666667,2.327,0,0,0,38,0,13
"cv34dno","positive","absurd",1,0.75,5.57925,0,0,0,38,0,13
"cv34dno","positive","lure",2,1,2.8285,0,0,0,38,0,13
"cv34dno","positive","lure",3,0.333333333333333,4.419,0,0,0,38,0,13
"cv34dno","positive","true_",2,3,2.372,0,0,0,38,0,13
"cvb2zsb","negative","true_",1,3.91666666666667,3.53658333333333,5,5,8,44,18,24
"cvb2zsb","negative","absurd",1,3.91666666666667,1.96475,5,5,8,44,18,24
"cvb2zsb","negative","lure",1,4,8.01620833333333,5,5,8,44,18,24
"cvb2zsb","positive","true_",1,3.75,8.59366666666667,5,5,8,44,18,24
"cvb2zsb","positive","lure",1,4.29166666666667,8.215875,5,5,8,44,18,24
"cvb2zsb","positive","absurd",1,4.25,4.05841666666667,5,5,8,44,18,24
"cyck3yc","negative","lure",2,1.875,7.24279166666667,0,0,0,43.3333333333333,0,0
"cyck3yc","negative","lure",3,0.5,4.5545,0,0,0,43.3333333333333,0,0
"cyck3yc","negative","true_",1,1.58333333333333,6.70425,0,0,0,43.3333333333333,0,0
"cyck3yc","negative","true_",2,2.33333333333333,5.32366666666667,0,0,0,43.3333333333333,0,0
"cyck3yc","negative","true_",3,3.66666666666667,6.57325,0,0,0,43.3333333333333,0,0
"cyck3yc","negative","lure",1,2.45833333333333,7.86979166666667,0,0,0,43.3333333333333,0,0
"cyck3yc","negative","absurd",1,0.5,5.09033333333333,0,0,0,43.3333333333333,0,0
"cyck3yc","negative","absurd",2,0.0833333333333333,4.18941666666667,0,0,0,43.3333333333333,0,0
"cyck3yc","negative","absurd",3,0,8.01541666666667,0,0,0,43.3333333333333,0,0
"cyck3yc","positive","absurd",1,0.5,4.89041666666667,0,0,0,43.3333333333333,0,1
"cyck3yc","positive","absurd",3,0.545454545454545,10.1311818181818,0,0,0,43.3333333333333,0,1
"cyck3yc","positive","lure",3,1.36363636363636,4.27454545454546,0,0,0,43.3333333333333,0,1
"cyck3yc","positive","true_",3,3.90909090909091,5.84445454545455,0,0,0,43.3333333333333,0,1
"cyck3yc","positive","lure",1,2.33333333333333,7.60108333333333,0,0,0,43.3333333333333,0,1
"cyck3yc","positive","lure",2,2.04166666666667,7.12254166666667,0,0,0,43.3333333333333,0,1
"cyck3yc","positive","absurd",2,0.166666666666667,3.7525,0,0,0,43.3333333333333,0,1
"cyck3yc","positive","true_",2,2.91666666666667,5.35016666666667,0,0,0,43.3333333333333,0,1
"cyck3yc","positive","true_",1,2.5,5.94416666666667,0,0,0,43.3333333333333,0,1
"d1eh8o0","negative","true_",1,2.16666666666667,4.44108333333333,0,5,0,56,5,2
"d1eh8o0","negative","true_",3,4.4,3.8124,0,5,0,56,5,2
"d1eh8o0","negative","lure",2,1.75,3.84908333333333,0,5,0,56,5,2
"d1eh8o0","negative","lure",1,2.25,4.08304166666667,0,5,0,56,5,2
"d1eh8o0","negative","lure",3,0.6,4.29105,0,5,0,56,5,2
"d1eh8o0","negative","true_",2,2,5.327,0,5,0,56,5,2
"d1eh8o0","negative","absurd",3,0.2,6.5314,0,5,0,56,5,2
"d1eh8o0","negative","absurd",1,0.5,9.72775,0,5,0,56,5,2
"d1eh8o0","negative","absurd",2,0.166666666666667,3.92741666666667,0,5,0,56,5,2
"d1eh8o0","positive","absurd",3,0.4,7.7482,0,5,0,56,5,2
"d1eh8o0","positive","absurd",2,0,3.1935,0,5,0,56,5,2
"d1eh8o0","positive","lure",1,2.20833333333333,4.62941666666667,0,5,0,56,5,2
"d1eh8o0","positive","true_",1,2.33333333333333,4.58075,0,5,0,56,5,2
"d1eh8o0","positive","absurd",1,0.666666666666667,7.9645,0,5,0,56,5,2
"d1eh8o0","positive","true_",3,3.2,4.5243,0,5,0,56,5,2
"d1eh8o0","positive","true_",2,3.16666666666667,6.11683333333333,0,5,0,56,5,2
"d1eh8o0","positive","lure",3,1.5,5.1214,0,5,0,56,5,2
"d1eh8o0","positive","lure",2,1.58333333333333,4.97370833333333,0,5,0,56,5,2
"d45tj2v","negative","true_",1,2,4.996,0,2,0,27,2,1
"d45tj2v","negative","absurd",3,0,2.78181818181818,0,2,0,27,2,1
"d45tj2v","negative","lure",2,1.83333333333333,3.25329166666667,0,2,0,27,2,1
"d45tj2v","negative","absurd",2,0,2.49358333333333,0,2,0,27,2,1
"d45tj2v","negative","absurd",1,0,3.33533333333333,0,2,0,27,2,1
"d45tj2v","negative","lure",3,1,2.99159090909091,0,2,0,27,2,1
"d45tj2v","negative","lure",1,2.33333333333333,3.17383333333333,0,2,0,27,2,1
"d45tj2v","negative","true_",3,4.72727272727273,4.81954545454546,0,2,0,27,2,1
"d45tj2v","negative","true_",2,3.16666666666667,13.4041666666667,0,2,0,27,2,1
"d45tj2v","positive","true_",2,3,5.74458333333333,0,2,0,27,2,2
"d45tj2v","positive","lure",3,1,3.42655,0,2,0,27,2,2
"d45tj2v","positive","true_",1,2.5,8.96316666666667,0,2,0,27,2,2
"d45tj2v","positive","absurd",1,0.166666666666667,3.51816666666667,0,2,0,27,2,2
"d45tj2v","positive","lure",2,1.66666666666667,3.23608333333333,0,2,0,27,2,2
"d45tj2v","positive","lure",1,2,3.45045833333333,0,2,0,27,2,2
"d45tj2v","positive","absurd",3,0.2,2.6771,0,2,0,27,2,2
"d45tj2v","positive","absurd",2,0.166666666666667,2.84566666666667,0,2,0,27,2,2
"d45tj2v","positive","true_",3,4.2,6.2634,0,2,0,27,2,2
"d5pfwra","negative","true_",2,3,11.83175,0,3,1,54.4444444444444,4,5
"d5pfwra","negative","absurd",1,0,7.71383333333333,0,3,1,54.4444444444444,4,5
"d5pfwra","negative","lure",1,2.16666666666667,10.2342916666667,0,3,1,54.4444444444444,4,5
"d5pfwra","negative","absurd",2,0.5,9.38325,0,3,1,54.4444444444444,4,5
"d5pfwra","negative","lure",2,1.04166666666667,8.077375,0,3,1,54.4444444444444,4,5
"d5pfwra","negative","true_",3,0.714285714285714,9.09857142857143,0,3,1,54.4444444444444,4,5
"d5pfwra","negative","true_",1,1.16666666666667,15.1239166666667,0,3,1,54.4444444444444,4,5
"d5pfwra","negative","absurd",3,0.571428571428571,10.4554285714286,0,3,1,54.4444444444444,4,5
"d5pfwra","negative","lure",3,2.07142857142857,6.23742857142857,0,3,1,54.4444444444444,4,5
"d5pfwra","positive","lure",2,1.33333333333333,10.8699166666667,0,3,1,54.4444444444444,4,5
"d5pfwra","positive","lure",1,2.5,9.46516666666667,0,3,1,54.4444444444444,4,5
"d5pfwra","positive","absurd",3,0.571428571428571,7.89628571428571,0,3,1,54.4444444444444,4,5
"d5pfwra","positive","absurd",1,0,7.83725,0,3,1,54.4444444444444,4,5
"d5pfwra","positive","true_",2,2.83333333333333,8.27416666666667,0,3,1,54.4444444444444,4,5
