"subject","bade_condition","prompt_type","scenario_trial","response_mean","rt_mean","D","N","P","stai_score","MSS","skipped"
"02q6yqh","negative","lure",3,2,3.0365,0,10,0,61,10,16
"02q6yqh","negative","absurd",1,0.166666666666667,2.64525,0,10,0,61,10,16
"02q6yqh","negative","lure",2,1.78571428571429,2.93471428571429,0,10,0,61,10,16
"02q6yqh","negative","lure",1,1.45833333333333,2.758375,0,10,0,61,10,16
"02q6yqh","negative","true_",1,3.16666666666667,5.33108333333333,0,10,0,61,10,16
"02q6yqh","negative","absurd",3,0,1.538,0,10,0,61,10,16
"02q6yqh","negative","true_",2,3.85714285714286,2.14128571428571,0,10,0,61,10,16
"02q6yqh","negative","true_",3,6,1.583,0,10,0,61,10,16
"02q6yqh","negative","absurd",2,0.285714285714286,1.86171428571429,0,10,0,61,10,16
"02q6yqh","positive","true_",2,6,2.033,0,10,0,61,10,22
"02q6yqh","positive","lure",1,1.79166666666667,2.45533333333333,0,10,0,61,10,22
"02q6yqh","positive","true_",1,3.91666666666667,5.52683333333333,0,10,0,61,10,22
"02q6yqh","positive","lure",2,0,2.55925,0,10,0,61,10,22
"02q6yqh","positive","absurd",2,0,1.981,0,10,0,61,10,22
"02q6yqh","positive","absurd",1,0.75,2.36583333333333,0,10,0,61,10,22
"060hrcc","negative","absurd",1,1.66666666666667,1.803,6,8,4,50,18,0
"060hrcc","negative","absurd",2,2.66666666666667,3.1385,6,8,4,50,18,0
"060hrcc","negative","absurd",3,2,1.95283333333333,6,8,4,50,18,0
"060hrcc","negative","lure",1,1.875,3.37141666666667,6,8,4,50,18,0
"060hrcc","negative","lure",2,2.41666666666667,2.11995833333333,6,8,4,50,18,0
"060hrcc","negative","lure",3,2.04166666666667,2.25366666666667,6,8,4,50,18,0
"060hrcc","negative","true_",1,2.25,3.281,6,8,4,50,18,0
"060hrcc","negative","true_",2,1.66666666666667,1.74158333333333,6,8,4,50,18,0
"060hrcc","negative","true_",3,1.75,1.73583333333333,6,8,4,50,18,0
"060hrcc","positive","absurd",1,1.83333333333333,1.92275,6,8,4,50,18,0
"060hrcc","positive","absurd",2,2.08333333333333,2.50633333333333,6,8,4,50,18,0
"060hrcc","positive","absurd",3,1.5,2.26716666666667,6,8,4,50,18,0
"060hrcc","positive","lure",1,1.54166666666667,2.033875,6,8,4,50,18,0
"060hrcc","positive","lure",2,1.375,2.04195833333333,6,8,4,50,18,0
"060hrcc","positive","lure",3,1.625,2.90129166666667,6,8,4,50,18,0
"060hrcc","positive","true_",1,1.66666666666667,3.01958333333333,6,8,4,50,18,0
"060hrcc","positive","true_",2,1.41666666666667,1.89416666666667,6,8,4,50,18,0
"060hrcc","positive","true_",3,2.58333333333333,2.01508333333333,6,8,4,50,18,0
"09erodt","negative","true_",2,5.91666666666667,4.9445,12,9,13,50,34,0
"09erodt","negative","absurd",1,6,4.55741666666667,12,9,13,50,34,0
"09erodt","negative","absurd",2,5.75,3.25075,12,9,13,50,34,0
"09erodt","negative","absurd",3,5.83333333333333,3.26791666666667,12,9,13,50,34,0
"09erodt","negative","lure",1,6,2.97816666666667,12,9,13,50,34,0
"09erodt","negative","lure",2,5.79166666666667,3.522625,12,9,13,50,34,0
"09erodt","negative","lure",3,5.875,3.2025,12,9,13,50,34,0
"09erodt","negative","true_",1,6,2.79833333333333,12,9,13,50,34,0
"09erodt","negative","true_",3,5.83333333333333,2.85875,12,9,13,50,34,0
"09erodt","positive","absurd",1,5.83333333333333,3.9585,12,9,13,50,34,0
"09erodt","positive","absurd",2,6,2.82066666666667,12,9,13,50,34,0
"09erodt","positive","absurd",3,6,3.21916666666667,12,9,13,50,34,0
"09erodt","positive","lure",1,5.875,2.79525,12,9,13,50,34,0
"09erodt","positive","lure",2,5.91666666666667,3.256375,12,9,13,50,34,0
"09erodt","positive","lure",3,6,2.89704166666667,12,9,13,50,34,0
"09erodt","positive","true_",1,6,2.471,12,9,13,50,34,0
"09erodt","positive","true_",2,5.91666666666667,3.18166666666667,12,9,13,50,34,0
"09erodt","positive","true_",3,6,2.66808333333333,12,9,13,50,34,0
"0aozzl5","negative","absurd",2,0,9.6715,10,4,7,51,21,22
"0aozzl5","negative","lure",1,2.375,22.8838333333333,10,4,7,51,21,22
"0aozzl5","negative","lure",2,2,5.6205,10,4,7,51,21,22
"0aozzl5","negative","absurd",1,0.333333333333333,10.1035,10,4,7,51,21,22
"0aozzl5","negative","true_",2,2.5,8.6,10,4,7,51,21,22
"0aozzl5","negative","true_",1,2.33333333333333,4.92233333333333,10,4,7,51,21,22
"0aozzl5","positive","lure",1,2.16666666666667,7.79120833333333,10,4,7,51,21,22
"0aozzl5","positive","true_",2,4,6.9445,10,4,7,51,21,22
"0aozzl5","positive","true_",1,2.83333333333333,12.1068333333333,10,4,7,51,21,22
"0aozzl5","positive","absurd",2,2.5,5.122,10,4,7,51,21,22
"0aozzl5","positive","absurd",1,0.25,13.522,10,4,7,51,21,22
"0aozzl5","positive","lure",2,0.75,4.46875,10,4,7,51,21,22
"0l3m6la","negative","true_",2,4.875,1.819,7,7,8,53,22,9
"0l3m6la","negative","lure",1,4.66666666666667,3.1415,7,7,8,53,22,9
"0l3m6la","negative","true_",3,4.42857142857143,1.92028571428571,7,7,8,53,22,9
"0l3m6la","negative","lure",3,4.64285714285714,3.47492857142857,7,7,8,53,22,9
"0l3m6la","negative","lure",2,4.8125,2.364125,7,7,8,53,22,9
"0l3m6la","negative","absurd",1,4.58333333333333,2.11258333333333,7,7,8,53,22,9
"0l3m6la","negative","absurd",3,4.71428571428571,2.08157142857143,7,7,8,53,22,9
"0l3m6la","negative","true_",1,4.83333333333333,1.84533333333333,7,7,8,53,22,9
"0l3m6la","negative","absurd",2,4.875,1.991125,7,7,8,53,22,9
"0l3m6la","positive","true_",3,4.6,2.6402,7,7,8,53,22,12
"0l3m6la","positive","absurd",1,4,2.30091666666667,7,7,8,53,22,12
"0l3m6la","positive","lure",3,4.8,3.9808,7,7,8,53,22,12
"0l3m6la","positive","true_",2,4.71428571428571,4.09885714285714,7,7,8,53,22,12
"0l3m6la","positive","absurd",2,4.57142857142857,2.56314285714286,7,7,8,53,22,12
"0l3m6la","positive","absurd",3,4.8,2.6124,7,7,8,53,22,12
"0l3m6la","positive","true_",1,4.5,2.83008333333333,7,7,8,53,22,12
"0l3m6la","positive","lure",2,4.64285714285714,3.72771428571429,7,7,8,53,22,12
"0l3m6la","positive","lure",1,4.66666666666667,3.3985,7,7,8,53,22,12
"0px6ym9","negative","lure",2,1.5,8.3205,3,6,2,62,11,23
"0px6ym9","negative","true_",2,6,4.275,3,6,2,62,11,23
"0px6ym9","negative","absurd",1,1.25,11.0108333333333,3,6,2,62,11,23
"0px6ym9","negative","absurd",2,1,4.524,3,6,2,62,11,23
"0px6ym9","negative","true_",1,3.16666666666667,7.06541666666667,3,6,2,62,11,23
"0px6ym9","negative","lure",1,2.25,9.28325,3,6,2,62,11,23
"0px6ym9","positive","absurd",1,1.66666666666667,11.6190833333333,3,6,2,62,11,24
"0px6ym9","positive","lure",1,3.16666666666667,7.64845833333333,3,6,2,62,11,24
"0px6ym9","positive","true_",1,2.5,9.02241666666667,3,6,2,62,11,24
"13efbdd","negative","lure",1,2.58333333333333,2.08216666666667,1,3,6,48,10,24
"13efbdd","negative","absurd",1,3.25,1.68016666666667,1,3,6,48,10,24
"13efbdd","negative","true_",1,2.58333333333333,1.8945,1,3,6,48,10,24
"13efbdd","positive","true_",1,3.08333333333333,1.81858333333333,1,3,6,48,10,24
"13efbdd","positive","absurd",1,2.91666666666667,2.10041666666667,1,3,6,48,10,24
"13efbdd","positive","lure",1,2.5,2.38908333333333,1,3,6,48,10,24
"14ord2r","negative","absurd",1,3.25,3.50691666666667,4,7,11,52.2222222222222,22,3
"14ord2r","negative","lure",3,3.75,2.1029,4,7,11,52.2222222222222,22,3
"14ord2r","negative","absurd",2,4,2.044,4,7,11,52.2222222222222,22,3
"14ord2r","negative","absurd",3,3.2,2.8619,4,7,11,52.2222222222222,22,3
"14ord2r","negative","lure",1,3.08333333333333,6.24283333333333,4,7,11,52.2222222222222,22,3
"14ord2r","negative","true_",3,3.4,2.1202,4,7,11,52.2222222222222,22,3
"14ord2r","negative","true_",2,3.45454545454545,3.301,4,7,11,52.2222222222222,22,3
"14ord2r","negative","true_",1,2.41666666666667,2.63925,4,7,11,52.2222222222222,22,3
"14ord2r","negative","lure",2,3.68181818181818,2.49772727272727,4,7,11,52.2222222222222,22,3
"14ord2r","positive","absurd",1,2.75,2.3165,4,7,11,52.2222222222222,22,0
"14ord2r","positive","absurd",2,3.66666666666667,2.263,4,7,11,52.2222222222222,22,0
"14ord2r","positive","absurd",3,2.91666666666667,3.812,4,7,11,52.2222222222222,22,0
"14ord2r","positive","lure",1,3.58333333333333,4.748875,4,7,11,52.2222222222222,22,0
"14ord2r","positive","lure",2,3.20833333333333,2.31320833333333,4,7,11,52.2222222222222,22,0
"14ord2r","positive","lure",3,3.66666666666667,2.19125,4,7,11,52.2222222222222,22,0
"14ord2r","positive","true_",1,3.41666666666667,2.43891666666667,4,7,11,52.2222222222222,22,0
"14ord2r","positive","true_",2,3,2.46533333333333,4,7,11,52.2222222222222,22,0
"14ord2r","positive","true_",3,3.75,2.69483333333333,4,7,11,52.2222222222222,22,0
"1fhyyn6","negative","lure",1,4.16666666666667,3.26845833333333,4,4,7,39,15,24
"1fhyyn6","negative","absurd",1,2.16666666666667,7.14341666666667,4,4,7,39,15,24
"1fhyyn6","negative","true_",1,2.08333333333333,2.92016666666667,4,4,7,39,15,24
"1fhyyn6","positive","lure",2,2.25,12.60775,4,4,7,39,15,22
"1fhyyn6","positive","absurd",2,3,2.274,4,4,7,39,15,22
"1fhyyn6","positive","true_",2,3,1.69,4,4,7,39,15,22
"1fhyyn6","positive","true_",1,2.91666666666667,4.6665,4,4,7,39,15,22
"1fhyyn6","positive","lure",1,2.25,4.37766666666667,4,4,7,39,15,22
"1fhyyn6","positive","absurd",1,2.58333333333333,14.0701666666667,4,4,7,39,15,22
"1tdzkpu","negative","lure",1,4.125,2.81245833333333,8,9,12,54,29,18
"1tdzkpu","negative","true_",2,4,2.25633333333333,8,9,12,54,29,18
"1tdzkpu","negative","absurd",3,4,3.02933333333333,8,9,12,54,29,18
"1tdzkpu","negative","absurd",1,3.83333333333333,2.70191666666667,8,9,12,54,29,18
"1tdzkpu","negative","absurd",2,4,2.40966666666667,8,9,12,54,29,18
"1tdzkpu","negative","true_",1,4.33333333333333,3.513,8,9,12,54,29,18
"1tdzkpu","negative","lure",2,4.66666666666667,2.5765,8,9,12,54,29,18
"1tdzkpu","negative","lure",3,3.66666666666667,2.57166666666667,8,9,12,54,29,18
"1tdzkpu","negative","true_",3,4.66666666666667,2.635,8,9,12,54,29,18
"1tdzkpu","positive","lure",2,3,2.3985,8,9,12,54,29,23
"1tdzkpu","positive","true_",1,4.08333333333333,2.98083333333333,8,9,12,54,29,23
"1tdzkpu","positive","lure",1,4.08333333333333,2.57008333333333,8,9,12,54,29,23
"1tdzkpu","positive","absurd",1,4.5,2.82108333333333,8,9,12,54,29,23
"1tdzkpu","positive","absurd",2,2,3.038,8,9,12,54,29,23
"1tdzkpu","positive","true_",2,4,1.629,8,9,12,54,29,23
"24em284","negative","true_",1,4.08333333333333,11.8719166666667,10,9,11,52,30,22
"24em284","negative","absurd",1,4.5,3.25533333333333,10,9,11,52,30,22
"24em284","negative","lure",3,4,3.374,10,9,11,52,30,22
"24em284","negative","absurd",2,5,3.174,10,9,11,52,30,22
"24em284","negative","true_",3,4,2.965,10,9,11,52,30,22
"24em284","negative","true_",2,2,2.873,10,9,11,52,30,22
"24em284","negative","lure",1,4.33333333333333,10.3624583333333,10,9,11,52,30,22
"24em284","negative","absurd",3,4,3.486,10,9,11,52,30,22
"24em284","negative","lure",2,5.5,3.379,10,9,11,52,30,22
"24em284","positive","absurd",1,3.66666666666667,3.39575,10,9,11,52,30,24
"24em284","positive","true_",1,4,2.92408333333333,10,9,11,52,30,24
"24em284","positive","lure",1,3.79166666666667,3.39479166666667,10,9,11,52,30,24
"2b10953","negative","lure",1,3.45833333333333,17.04475,0,1,0,24,1,24
"2b10953","negative","absurd",1,0.416666666666667,5.61391666666667,0,1,0,24,1,24
"2b10953","negative","true_",1,2.25,5.9905,0,1,0,24,1,24
"2b10953","positive","true_",1,2.41666666666667,6.722,0,1,0,24,1,23
"2b10953","positive","absurd",1,0.833333333333333,5.80575,0,1,0,24,1,23
"2b10953","positive","true_",2,2,6.038,0,1,0,24,1,23
"2b10953","positive","lure",1,3.375,8.018875,0,1,0,24,1,23
"2b10953","positive","absurd",2,1,9.917,0,1,0,24,1,23
"2b10953","positive","lure",2,2.5,7.4095,0,1,0,24,1,23
"2c2nd1m","negative","true_",2,2.125,7.73425,1,6,7,29,14,10
"2c2nd1m","negative","true_",1,2,6.75475,1,6,7,29,14,10
"2c2nd1m","negative","absurd",2,0.5,4.63625,1,6,7,29,14,10
"2c2nd1m","negative","lure",1,3,6.43395833333333,1,6,7,29,14,10
"2c2nd1m","negative","absurd",3,0.666666666666667,8.24216666666667,1,6,7,29,14,10
"2c2nd1m","negative","absurd",1,1.5,11.9226666666667,1,6,7,29,14,10
"2c2nd1m","negative","lure",2,3.1875,5.072875,1,6,7,29,14,10
"2c2nd1m","negative","lure",3,1.66666666666667,5.93916666666667,1,6,7,29,14,10
"2c2nd1m","negative","true_",3,3,5.398,1,6,7,29,14,10
"2c2nd1m","positive","true_",1,3.16666666666667,6.55916666666667,1,6,7,29,14,8
"2c2nd1m","positive","lure",3,2.25,7.2236875,1,6,7,29,14,8
"2c2nd1m","positive","absurd",1,0.0833333333333333,12.8639166666667,1,6,7,29,14,8
"2c2nd1m","positive","true_",3,3.875,3.825125,1,6,7,29,14,8
"2c2nd1m","positive","lure",2,3.375,6.1563125,1,6,7,29,14,8
"2c2nd1m","positive","absurd",3,1.75,5.55175,1,6,7,29,14,8
"2c2nd1m","positive","true_",2,3,7.411375,1,6,7,29,14,8
"2c2nd1m","positive","lure",1,3.25,6.70091666666667,1,6,7,29,14,8
"2c2nd1m","positive","absurd",2,0.625,5.068125,1,6,7,29,14,8
"2fgbpk7","negative","lure",2,2.6875,5.740875,0,0,1,37,1,16
"2fgbpk7","negative","lure",1,2.75,5.544375,0,0,1,37,1,16
"2fgbpk7","negative","absurd",1,0.75,5.35175,0,0,1,37,1,16
"2fgbpk7","negative","absurd",2,0.25,4.63675,0,0,1,37,1,16
"2fgbpk7","negative","true_",2,3.25,11.223625,0,0,1,37,1,16
"2fgbpk7","negative","true_",1,1.91666666666667,17.7261666666667,0,0,1,37,1,16
"2fgbpk7","positive","true_",1,3.16666666666667,11.0029166666667,0,0,1,37,1,17
"2fgbpk7","positive","lure",1,2.20833333333333,5.85741666666667,0,0,1,37,1,17
"2fgbpk7","positive","absurd",2,1.42857142857143,4.77042857142857,0,0,1,37,1,17
"2fgbpk7","positive","lure",2,2.14285714285714,4.87871428571429,0,0,1,37,1,17
"2fgbpk7","positive","true_",2,4,8.66771428571429,0,0,1,37,1,17
"2fgbpk7","positive","absurd",1,1,5.30658333333333,0,0,1,37,1,17
"2qsxhpa","negative","true_",2,2.91666666666667,4.41308333333333,5,4,6,54,15,1
"2qsxhpa","negative","absurd",3,2.18181818181818,8.76036363636364,5,4,6,54,15,1
"2qsxhpa","negative","absurd",2,2.58333333333333,5.67266666666667,5,4,6,54,15,1
"2qsxhpa","negative","lure",1,3.08333333333333,3.56720833333333,5,4,6,54,15,1
"2qsxhpa","negative","lure",2,3.20833333333333,3.22091666666667,5,4,6,54,15,1
"2qsxhpa","negative","true_",1,2.33333333333333,3.92108333333333,5,4,6,54,15,1
"2qsxhpa","negative","true_",3,3.27272727272727,4.07781818181818,5,4,6,54,15,1
"2qsxhpa","negative","absurd",1,3.16666666666667,24.3291666666667,5,4,6,54,15,1
"2qsxhpa","negative","lure",3,2.68181818181818,4.63845454545454,5,4,6,54,15,1
"2qsxhpa","positive","lure",3,3.09090909090909,23.2323636363636,5,4,6,54,15,2
"2qsxhpa","positive","true_",2,3.45454545454545,5.30590909090909,5,4,6,54,15,2
"2qsxhpa","positive","true_",1,3.41666666666667,11.5450833333333,5,4,6,54,15,2
"2qsxhpa","positive","true_",3,3.18181818181818,4.69472727272727,5,4,6,54,15,2
"2qsxhpa","positive","absurd",2,2.81818181818182,4.46945454545455,5,4,6,54,15,2
"2qsxhpa","positive","lure",1,3.41666666666667,3.272875,5,4,6,54,15,2
"2qsxhpa","positive","lure",2,2.95454545454545,5.775,5,4,6,54,15,2
"2qsxhpa","positive","absurd",1,2.91666666666667,5.5345,5,4,6,54,15,2
"2qsxhpa","positive","absurd",3,2.90909090909091,7.88236363636364,5,4,6,54,15,2
"2t9nzj9","negative","true_",2,2.8,4.9186,0,0,1,21,1,15
"2t9nzj9","negative","true_",3,3,5.054,0,0,1,21,1,15
"2t9nzj9","negative","lure",1,3,10.760625,0,0,1,21,1,15
"2t9nzj9","negative","absurd",3,0.5,6.41925,0,0,1,21,1,15
"2t9nzj9","negative","absurd",1,0.833333333333333,12.39425,0,0,1,21,1,15
"2t9nzj9","negative","lure",3,1.625,6.792625,0,0,1,21,1,15
"2t9nzj9","negative","lure",2,1.2,3.8102,0,0,1,21,1,15
"2t9nzj9","negative","true_",1,2.16666666666667,5.684,0,0,1,21,1,15
"2t9nzj9","negative","absurd",2,0.4,7.377,0,0,1,21,1,15
"2t9nzj9","positive","absurd",1,2.16666666666667,49.1648333333333,0,0,1,21,1,21
"2t9nzj9","positive","true_",3,0,2.979,0,0,1,21,1,21
"2t9nzj9","positive","lure",1,2.45833333333333,7.44079166666667,0,0,1,21,1,21
"2t9nzj9","positive","absurd",3,4,3.667,0,0,1,21,1,21
"2t9nzj9","positive","absurd",2,1,8.986,0,0,1,21,1,21
"2t9nzj9","positive","true_",2,3,5.5255,0,0,1,21,1,21
"2t9nzj9","positive","lure",2,2.5,5.6195,0,0,1,21,1,21
"2t9nzj9","positive","lure",3,5,7.7895,0,0,1,21,1,21
"2t9nzj9","positive","true_",1,4.5,8.777,0,0,1,21,1,21
"30cmbu0","negative","absurd",1,0.416666666666667,6.14625,3,1,0,54,4,1
"30cmbu0","negative","true_",2,2.75,3.142,3,1,0,54,4,1
"30cmbu0","negative","lure",2,2.20833333333333,3.96420833333333,3,1,0,54,4,1
"30cmbu0","negative","absurd",2,0.166666666666667,2.537,3,1,0,54,4,1
"30cmbu0","negative","lure",3,1.31818181818182,4.51190909090909,3,1,0,54,4,1
"30cmbu0","negative","true_",3,3.54545454545455,3.45018181818182,3,1,0,54,4,1
"30cmbu0","negative","absurd",3,0.181818181818182,2.52454545454545,3,1,0,54,4,1
"30cmbu0","negative","true_",1,2,2.83166666666667,3,1,0,54,4,1
"30cmbu0","negative","lure",1,2.16666666666667,5.497375,3,1,0,54,4,1
"30cmbu0","positive","lure",2,1.83333333333333,4.15695833333333,3,1,0,54,4,5
"30cmbu0","positive","lure",3,1,4.43671428571429,3,1,0,54,4,5
"30cmbu0","positive","true_",3,4.14285714285714,2.66528571428571,3,1,0,54,4,5
"30cmbu0","positive","lure",1,2,5.42825,3,1,0,54,4,5
"30cmbu0","positive","true_",1,2.33333333333333,3.78725,3,1,0,54,4,5
"30cmbu0","positive","absurd",3,0,2.50985714285714,3,1,0,54,4,5
"30cmbu0","positive","true_",2,3,3.125,3,1,0,54,4,5
"30cmbu0","positive","absurd",1,0.416666666666667,3.30491666666667,3,1,0,54,4,5
"30cmbu0","positive","absurd",2,0.333333333333333,2.66675,3,1,0,54,4,5
"31h36wp","negative","true_",1,2,5.87025,1,0,2,59,3,24
"31h36wp","negative","lure",1,2.45833333333333,8.28125,1,0,2,59,3,24
"31h36wp","negative","absurd",1,0.5,3.7875,1,0,2,59,3,24
"31h36wp","positive","true_",1,2.5,3.80625,1,0,2,59,3,23
"31h36wp","positive","absurd",2,2,2.246,1,0,2,59,3,23
"31h36wp","positive","lure",1,2.33333333333333,4.89120833333333,1,0,2,59,3,23
"31h36wp","positive","true_",2,2,14.586,1,0,2,59,3,23
"31h36wp","positive","lure",2,2,1.95,1,0,2,59,3,23
"31h36wp","positive","absurd",1,0.583333333333333,4.50275,1,0,2,59,3,23
"334tmw1","negative","true_",1,4.66666666666667,3.92775,8,8,8,49,24,24
"334tmw1","negative","lure",1,4.66666666666667,7.50175,8,8,8,49,24,24
"334tmw1","negative","absurd",1,4.25,6.967,8,8,8,49,24,24
"334tmw1","positive","absurd",1,4.08333333333333,5.13258333333333,8,8,8,49,24,24
"334tmw1","positive","true_",1,4.91666666666667,3.5525,8,8,8,49,24,24
"334tmw1","positive","lure",1,4.5,3.509,8,8,8,49,24,24
"36b6t03","negative","lure",3,3.83333333333333,2.56233333333333,11,7,12,51,30,15
"36b6t03","negative","absurd",3,4.33333333333333,3.27966666666667,11,7,12,51,30,15
"36b6t03","negative","true_",1,3.5,3.52075,11,7,12,51,30,15
"36b6t03","negative","lure",1,4.375,3.71354166666667,11,7,12,51,30,15
"36b6t03","negative","absurd",1,4.83333333333333,4.4975,11,7,12,51,30,15
"36b6t03","negative","absurd",2,4.66666666666667,2.62616666666667,11,7,12,51,30,15
"36b6t03","negative","lure",2,4,2.5925,11,7,12,51,30,15
"36b6t03","negative","true_",3,4.66666666666667,2.69733333333333,11,7,12,51,30,15
"36b6t03","negative","true_",2,4.33333333333333,2.2465,11,7,12,51,30,15
"36b6t03","positive","absurd",3,5,52.075,11,7,12,51,30,18
"36b6t03","positive","lure",3,4,7.6805,11,7,12,51,30,18
"36b6t03","positive","lure",1,4.41666666666667,3.97925,11,7,12,51,30,18
"36b6t03","positive","absurd",1,4.16666666666667,4.4165,11,7,12,51,30,18
"36b6t03","positive","lure",2,4.2,3.2693,11,7,12,51,30,18
"36b6t03","positive","true_",2,4.8,4.6204,11,7,12,51,30,18
"36b6t03","positive","true_",1,4.41666666666667,5.21933333333333,11,7,12,51,30,18
"36b6t03","positive","true_",3,4,2.918,11,7,12,51,30,18
"36b6t03","positive","absurd",2,4.4,3.7956,11,7,12,51,30,18
"39gj663","negative","true_",1,2.5,3.594,2,5,1,60,8,24
"39gj663","negative","absurd",1,2.41666666666667,6.6525,2,5,1,60,8,24
"39gj663","negative","lure",1,2.875,3.97975,2,5,1,60,8,24
"39gj663","positive","absurd",1,2.75,4.55616666666667,2,5,1,60,8,24
"39gj663","positive","lure",1,2.83333333333333,3.65483333333333,2,5,1,60,8,24
"39gj663","positive","true_",1,2.66666666666667,10.9194166666667,2,5,1,60,8,24
"39h57wn","negative","absurd",1,1.25,12.0994166666667,0,0,2,38,2,0
"39h57wn","negative","absurd",2,0.5,3.0005,0,0,2,38,2,0
"39h57wn","negative","absurd",3,0.166666666666667,4.07558333333333,0,0,2,38,2,0
"39h57wn","negative","lure",1,2.83333333333333,3.42016666666667,0,0,2,38,2,0
"39h57wn","negative","lure",2,1.70833333333333,3.75245833333333,0,0,2,38,2,0
"39h57wn","negative","lure",3,0.75,3.028375,0,0,2,38,2,0
"39h57wn","negative","true_",1,3.33333333333333,3.13741666666667,0,0,2,38,2,0
"39h57wn","negative","true_",2,4.5,3.288,0,0,2,38,2,0
"39h57wn","negative","true_",3,5.66666666666667,2.76016666666667,0,0,2,38,2,0
"39h57wn","positive","absurd",1,1.41666666666667,6.496,0,0,2,38,2,0
"39h57wn","positive","absurd",2,0.75,2.85383333333333,0,0,2,38,2,0
"39h57wn","positive","absurd",3,0.166666666666667,4.98383333333333,0,0,2,38,2,0
"39h57wn","positive","lure",1,2.54166666666667,3.992375,0,0,2,38,2,0
"39h57wn","positive","lure",2,2.33333333333333,3.73858333333333,0,0,2,38,2,0
"39h57wn","positive","lure",3,0.916666666666667,2.816375,0,0,2,38,2,0
"39h57wn","positive","true_",1,3.25,3.19675,0,0,2,38,2,0
"39h57wn","positive","true_",2,3.58333333333333,3.16891666666667,0,0,2,38,2,0
"39h57wn","positive","true_",3,5.08333333333333,2.39741666666667,0,0,2,38,2,0
"39xmjcd","negative","true_",2,2.41666666666667,4.507,2,0,1,55,3,1
"39xmjcd","negative","absurd",2,0,3.66883333333333,2,0,1,55,3,1
"39xmjcd","negative","lure",3,0.681818181818182,4.30413636363636,2,0,1,55,3,1
"39xmjcd","negative","absurd",3,0,6.58936363636364,2,0,1,55,3,1
"39xmjcd","negative","absurd",1,0.75,5.747,2,0,1,55,3,1
"39xmjcd","negative","true_",3,4.54545454545455,3.57127272727273,2,0,1,55,3,1
"39xmjcd","negative","lure",1,2.04166666666667,7.04375,2,0,1,55,3,1
"39xmjcd","negative","true_",1,1.58333333333333,4.43775,2,0,1,55,3,1
"39xmjcd","negative","lure",2,1.79166666666667,6.11458333333333,2,0,1,55,3,1
"39xmjcd","positive","absurd",2,0.416666666666667,3.136,2,0,1,55,3,2
"39xmjcd","positive","true_",3,3.7,3.4921,2,0,1,55,3,2
"39xmjcd","positive","absurd",1,1.08333333333333,4.08033333333333,2,0,1,55,3,2
"39xmjcd","positive","lure",2,1.16666666666667,5.41666666666667,2,0,1,55,3,2
"39xmjcd","positive","absurd",3,0.6,7.7043,2,0,1,55,3,2
"39xmjcd","positive","true_",2,3.33333333333333,3.71641666666667,2,0,1,55,3,2
"39xmjcd","positive","lure",3,1.15,3.39125,2,0,1,55,3,2
"39xmjcd","positive","lure",1,1.91666666666667,5.18825,2,0,1,55,3,2
"39xmjcd","positive","true_",1,1.83333333333333,4.01358333333333,2,0,1,55,3,2
"3fts190","negative","true_",2,5.25,3.26941666666667,1,0,1,45,2,3
"3fts190","negative","true_",3,5.44444444444444,3.62877777777778,1,0,1,45,2,3
"3fts190","negative","absurd",3,0.222222222222222,4.13288888888889,1,0,1,45,2,3
"3fts190","negative","absurd",2,0.166666666666667,3.29583333333333,1,0,1,45,2,3
"3fts190","negative","lure",3,1,4.71355555555556,1,0,1,45,2,3
"3fts190","negative","lure",2,1.75,8.36966666666667,1,0,1,45,2,3
"3fts190","negative","absurd",1,0.416666666666667,3.52108333333333,1,0,1,45,2,3
"3fts190","negative","true_",1,3.16666666666667,4.01416666666667,1,0,1,45,2,3
"3fts190","negative","lure",1,2.83333333333333,4.98983333333333,1,0,1,45,2,3
"3fts190","positive","absurd",3,0.7,3.6913,1,0,1,45,2,2
"3fts190","positive","absurd",1,0.833333333333333,3.928,1,0,1,45,2,2
"3fts190","positive","true_",2,4.16666666666667,3.565,1,0,1,45,2,2
"3fts190","positive","lure",1,3,4.76783333333333,1,0,1,45,2,2
"3fts190","positive","absurd",2,0.5,3.50716666666667,1,0,1,45,2,2
"3fts190","positive","true_",3,4.6,3.6335,1,0,1,45,2,2
"3fts190","positive","true_",1,3.5,4.12175,1,0,1,45,2,2
"3fts190","positive","lure",2,2.08333333333333,4.42225,1,0,1,45,2,2
"3fts190","positive","lure",3,1.55,5.2788,1,0,1,45,2,2
"3t3eqhh","negative","lure",2,4.41666666666667,4.847375,8,8,11,41,27,0
"3t3eqhh","negative","true_",1,3.33333333333333,5.77708333333333,8,8,11,41,27,0
"3t3eqhh","negative","true_",2,2.75,4.55508333333333,8,8,11,41,27,0
"3t3eqhh","negative","absurd",2,3.83333333333333,5.55283333333333,8,8,11,41,27,0
"3t3eqhh","negative","absurd",1,2.66666666666667,8.61933333333333,8,8,11,41,27,0
"3t3eqhh","negative","absurd",3,4.16666666666667,11.3610833333333,8,8,11,41,27,0
"3t3eqhh","negative","lure",1,4.25,8.200375,8,8,11,41,27,0
"3t3eqhh","negative","lure",3,4.625,5.06979166666667,8,8,11,41,27,0
"3t3eqhh","negative","true_",3,4.08333333333333,9.13883333333333,8,8,11,41,27,0
"3t3eqhh","positive","true_",2,4.16666666666667,5.51883333333333,8,8,11,41,27,0
